dish_id,fat_g,umami_score,sodium_mg,sugar_g,spice_count,protein_g,calorie_kcal,total_g,H_chem,H_chem_scaled
taco,26.215,3.2653061224489797,436.5,4.830749999999999,0,36.815000000000005,528.6,245.0,-0.23141524096568852,2.6017071409625174
burrito,24.080000000000002,1.9,609.0,15.107999999999999,0,53.81000000000001,847.6999999999999,400.0,-0.3762481448834233,2.2998261089501923
guacamole,22.354999999999997,0.8181818181818181,797.8,2.80275,2,4.025,266.00999999999993,220.0,-0.27986851914101585,2.5007140294230545
enchilada,28.82,3.2727272727272725,835.0,7.515,1,47.68,657.6,330.0,0.05424860232749964,3.197127749741702
nachos,28.035,2.16,869.0,11.83875,1,33.135000000000005,709.6999999999999,250.0,-0.10609671033435508,2.8629135818603904
ceviche,5.435,3.7199999999999998,25.0,1.49925,2,31.475,205.65,250.0,-0.05739528771843061,2.9644239108123975
pad_thai,31.569999999999997,1.7564102564102564,1132.5,27.880999999999997,0,37.61500000000001,996.0500000000001,390.0,-0.16048824586450608,2.749543122286484
green_curry,49.87000000000001,1.2,1233.5,14.370750000000001,2,46.04999999999999,854.75,575.0,0.13278018212298764,3.3608142720231715
tom_yum,2.62,4.666666666666667,751.5,1.85625,2,27.715,160.3,225.0,0.2347050067232807,3.57326027293667
papaya_salad,7.864999999999999,2.75,741.0,5.698,1,5.715,146.0,120.0,-0.20511962107562173,2.656516156421643
massaman_curry,71.17,1.3333333333333333,1239.0,24.630499999999998,1,54.849999999999994,1186.2,630.0,0.19739560828339078,3.4954947969976495
tikka_masala,46.156,3.2087912087912085,277.5,3.4018499999999996,5,57.232000000000006,723.7900000000001,455.0,0.695015660931022,4.532704236149825
butter_chicken,58.796,3.4285714285714284,451.0,3.0388499999999996,5,52.602000000000004,807.2900000000001,420.0,0.8486994848117956,4.853033595720495
biryani,27.711,1.434782608695652,46.0,10.103850000000001,4,45.902,706.7400000000001,460.0,0.097919274993723,3.288152284750957
naan,9.28,0.54421768707483,849.5,15.6085,0,13.09,472.75,147.0,-0.6552406439822767,1.7183108505148708
samosa,31.466,0.0,20.6,8.974949999999998,2,8.113999999999999,551.91,206.0,-0.4745791662253639,2.094870816343536
dal,12.121,0.972972972972973,18.5,10.39335,4,27.102,486.74,185.0,-0.08801706337362517,2.9005977153361906
bibimbap,28.44,1.7333333333333334,614.0,9.976500000000001,1,36.14,676.3,450.0,-0.24035559767750286,2.5830723968006946
bulgogi,42.53999999999999,4.214285714285714,1166.0,8.9315,1,55.0,685.5000000000001,280.0,0.38255322876054715,3.8814262534734456
pho,15.54,1.6619718309859155,764.5,20.001749999999998,2,33.29,830.05,355.0,-0.07116934568208644,2.9357140892139313
banh_mi,26.135,1.3061224489795917,603.0,8.16675,2,32.015,587.05,245.0,-0.17415003416805216,2.721067308844595
hummus,39.14,0.0,797.0,14.884500000000001,1,35.415,849.2000000000002,212.0,-0.3974829046381118,2.255565647301779
falafel,50.121,0.0,25.8,17.155199999999997,3,34.95899999999999,1011.6999999999999,258.0,-0.1260596140338317,2.821304100811915
shawarma,16.321,2.751322751322751,331.8,6.311699999999999,2,57.934000000000005,551.8,378.0,-0.05781474579909,2.9635496175071463
kebab,52.846000000000004,3.8943894389438944,30.3,1.07145,1,52.034,712.8499999999999,303.0,0.11505026205987583,3.3238590883503485
croissant,52.37,1.188118811881188,1150.0,17.402,0,12.049999999999999,807.0,202.0,-0.18743378285140466,2.6933794585491917
quiche,97.3,2.944444444444444,944.0,7.488000000000001,0,47.849999999999994,1270.4,360.0,0.3032042188376722,3.716035928783971
crepe,21.0,1.6170212765957448,112.0,15.64175,0,15.735000000000001,497.15,235.0,-0.5413426001715257,1.9557131125678673
french_onion_soup,38.42,1.5142857142857142,585.0,5.811000000000001,0,28.98,615.6,350.0,-0.41494630430884955,2.2191659827749914
creme_brulee,60.692,1.9047619047619047,25.2,32.732,1,10.712,759.1199999999999,252.0,0.037085117699204626,3.161353210169808
caesar_salad,22.985,1.0208333333333333,469.0,3.1087499999999997,0,13.959999999999999,337.34999999999997,240.0,-0.6431547198572763,1.7435020270292223
cheesecake,116.53999999999999,3.1162790697674416,1105.0,52.2135,0,50.43000000000001,1591.8,430.0,0.7927862803133338,4.736491460469936
fish_and_chips,65.17,1.679245283018868,53.0,9.709499999999998,0,47.580000000000005,1036.9,530.0,-0.29031762444985815,2.478934540032781
chicken_sandwich,24.939999999999998,2.6440677966101696,510.0,6.1605,0,43.75000000000001,569.9,295.0,-0.3228145572991169,2.4111998791898164
chicken_salad,24.05,1.6551724137931034,147.0,0.873,0,30.709999999999997,361.25,290.0,-0.6068504980389077,1.8191723730105371
club_sandwich,27.819999999999997,2.204081632653061,881.0,6.954,0,37.540000000000006,592.1999999999999,245.0,-0.2995272657176957,2.4597385152677367
grilled_cheese,34.59,2.516129032258064,850.0,5.99925,0,22.335,561.3499999999999,155.0,-0.21382908214413482,2.638362677312177
coleslaw,22.73,0.0,202.5,5.9305,0,2.61,279.05,235.0,-0.8546152443236688,1.30274637255418
cornbread,22.509999999999998,1.0204081632653061,142.5,19.3245,0,12.5,495.34999999999997,245.0,-0.6029166589832028,1.8273718315712872
lobster_roll,32.025,2.981132075471698,527.0,4.613249999999999,0,42.03999999999999,556.75,265.0,-0.22508805023859835,2.6148951584279247
clam_chowder,43.300000000000004,2.059701492537313,122.0,4.061249999999999,0,28.985000000000003,595.75,335.0,-0.3937131017141337,2.2634231987724034
brisket,37.621,4.310344827586206,1192.7,0.8584499999999999,2,65.85799999999999,649.47,290.0,0.486786067438019,4.098682940720441
waffle,25.25,1.4716981132075473,144.5,21.9315,0,17.78,625.15,265.0,-0.48940157825206515,2.063975868313812
brownie,71.65,0.9615384615384617,321.0,74.718,0,15.31,1135.3999999999999,260.0,0.11995541489663013,3.334083095191906
ice_cream,49.41,1.7499999999999998,28.0,41.1115,0,8.94,699.1999999999999,280.0,-0.17636592759577133,2.7164486332764444
chow_mein,23.244999999999997,1.3,888.5,17.889,0,41.04500000000001,856.5500000000001,350.0,-0.41000074955040056,2.2294742009627733
chow_fun,27.415,1.671875,885.5,19.467,0,27.854999999999997,900.95,320.0,-0.30858303867403086,2.4408632043972145
orange_chicken,57.92,2.8405797101449273,604.5,23.678,1,55.20000000000001,942.65,345.0,0.23482514872793286,3.5735106897367985
hot_and_sour_soup,12.329999999999998,3.2558139534883717,593.5,1.15875,1,13.329999999999998,186.89999999999998,215.0,-0.14886251944268553,2.773775090265981
congee,6.94,1.3513513513513513,14.8,3.65775,1,14.31,221.02,148.0,-0.6107964530113373,1.8109476607584936
scallion_pancake,26.04,0.0,792.5,12.002999999999998,0,10.44,601.0,167.0,-0.6735247506901973,1.6802005533855269
char_siu,28.4,3.826923076923077,1128.5,22.20625,1,56.105000000000004,620.9000000000001,260.0,0.3042407789367546,3.7181964725829926
wonton_soup,15.17,3.146067415730337,586.8,4.9327499999999995,1,33.800000000000004,408.71999999999997,178.0,-0.12490894639533186,2.8237024835330873
dim_sum,13.569999999999999,3.2777777777777777,587.0,5.946749999999999,1,33.730000000000004,415.9,180.0,-0.10602151325716136,2.8630703181451262
donburi,14.354999999999999,1.8214285714285714,895.5,13.039000000000001,0,41.504999999999995,568.8000000000001,420.0,-0.41044900879047075,2.2285398762455233
sashimi,19.060000000000002,5.25,585.0,0.072,0,31.73,317.3,160.0,0.05983120918535836,3.2087638011774082
edamame,29.7,3.9215686274509802,1179.0,6.794999999999999,0,54.75,669.0,153.0,0.06649482932064614,3.2226530519551284
onigiri,4.26,0.8241758241758241,794.0,6.345,0,10.29,257.4,182.0,-0.7137579842270481,1.596340810656098
yakitori,15.965,4.083333333333334,871.5,8.108,0,36.645,338.34999999999997,180.0,-0.04943120396160276,2.9810237700882247
udon,5.069999999999999,1.4137931034482758,1167.0,23.443499999999997,0,25.68,793.9,290.0,-0.41742148306960747,2.2140068683852325
takoyaki,4.3599999999999985,2.27027027027027,587.5,7.55775,1,20.140000000000004,330.8,185.0,-0.32896034680124925,2.3983899635750054
okonomiyaki,25.509999999999998,1.5238095238095237,689.0,10.1685,0,32.66,640.1999999999999,315.0,-0.44851791778036343,2.149191321997245
gelato,28.83,1.7142857142857142,28.0,41.353,0,8.73,520.6,280.0,-0.3169472699643019,2.4234293015643953
panna_cotta,56.4,1.7391304347826086,23.0,24.99,0,4.8,664.1,230.0,-0.24135643243949864,2.5809863167549842
gnocchi,21.1,0.9846153846153847,419.0,12.096749999999998,0,21.075,601.2499999999999,325.0,-0.6114694252470949,1.8095449577293425
ravioli,35.95,2.9000000000000004,558.0,10.189499999999997,0,31.240000000000002,719.5,300.0,-0.16937132116302073,2.731027772072406
caprese,37.67,5.083333333333334,514.0,1.0522500000000001,1,23.640000000000004,455.35,240.0,0.31576368534082333,3.742214128674577
minestrone,10.97,1.153846153846154,26.0,7.1475,0,7.750000000000001,316.90000000000003,260.0,-0.7615183531285153,1.4967919577141329
pasta_bolognese,27.220000000000002,2.6133333333333333,269.5,15.138000000000002,0,43.254999999999995,829.4000000000001,375.0,-0.3009481480746092,2.4567769131685564
penne_arrabbiata,17.568,2.3715415019762847,315.3,15.46365,3,18.236,636.49,253.0,0.11257910569184112,3.3187083579951113
pizza_margherita,29.578,2.5675675675675675,1759.3,16.947149999999997,1,32.796,856.09,296.0,0.18706545340279648,3.4739632407570022
quesadilla,36.85500000000001,2.8235294117647056,889.5,6.311249999999999,0,41.505,677.4000000000001,255.0,-0.13605512217807375,2.8004700621891354
fajita,30.669999999999998,1.8461538461538463,326.5,5.436,0,41.99,595.3000000000001,325.0,-0.46360719760534536,2.117740130709417
chile_relleno,44.519999999999996,2.5161290322580645,530.0,4.103999999999999,0,23.889999999999997,594.3,310.0,-0.22512472363174602,2.614818718603332
elote,22.669999999999998,0.36,231.5,6.28875,1,11.020000000000001,385.55,250.0,-0.6158208464342925,1.8004751159794483
tamale,27.775,1.6,20.0,3.23925,1,25.764999999999997,429.19999999999993,200.0,-0.4321182894757253,2.1833737251895107
pozole,18.450000000000003,1.7777777777777777,27.0,3.696,1,37.2,405.4,270.0,-0.45877905042830924,2.1278036315651265
red_curry,49.860000000000014,1.2432432432432434,1231.5,14.222249999999999,2,45.84999999999999,850.05,555.0,0.13873881607145627,3.373234091809213
pad_see_ew,27.805,1.7564102564102564,892.5,19.4835,0,37.475,937.45,390.0,-0.28997572269658767,2.479647179573467
mango_sticky_rice,19.73,0.0,425.0,40.393,0,6.77,528.4,371.0,-0.5982094609525946,1.8371832332688842
larb,21.770000000000003,2.6037735849056602,755.5,2.0602500000000004,1,43.925,430.2,265.0,-0.15982179860308035,2.7509322250498673
satay,33.444,2.948717948717949,592.4000000000001,10.500200000000001,2,45.294000000000004,544.34,234.0,0.1697323332787985,3.4378351231160127
tom_kha,43.07999999999999,2.333333333333333,762.0,7.976250000000001,2,29.835000000000004,548.9,330.0,0.14486780628030108,3.3860089919830743
thai_iced_tea,2.64,1.3333333333333333,12.0,24.5805,0,2.64,165.0,120.0,-0.6714387523332884,1.6845484834464846
vindaloo,44.93599999999999,2.5396825396825395,35.5,2.8768499999999997,5,58.352,718.89,315.0,0.5199850190292155,4.16788084739067
korma,39.291,2.6666666666666665,37.5,2.7493499999999997,4,59.84200000000001,658.94,375.0,0.3348471337119415,3.781990525700347
chana_masala,28.656,1.0434782608695652,34.5,20.75085,5,44.892,941.89,345.0,0.2753883002890213,3.6580580938397294
palak_paneer,60.711,1.692307692307692,629.0,2.60385,4,32.862,726.0400000000001,390.0,0.4269156858420291,3.9738927024922894
paneer_tikka,61.086,3.3793103448275867,914.0,2.16885,3,43.622,773.09,290.0,0.6041307876141688,4.343269248594891
tandoori_chicken,20.236,3.1549295774647885,35.5,2.3803499999999995,5,68.57200000000002,519.3899999999999,355.0,0.45896080461056477,4.040685629121018
dosa,10.68,0.0,789.0,6.99,0,12.32,333.20000000000005,132.0,-0.8094736982257006,1.3968367080654183
raita,1.414,1.345291479820628,410.2,1.4913,1,15.926,111.5,223.0,-0.5835866740960051,1.8676620945480233
kimchi,1.2,0.3529411764705882,2694.0,3.6892500000000004,3,5.75,118.7,255.0,0.05601716259710763,3.2008140308623823
kimchi_jjigae,20.785,1.8666666666666667,30.0,2.3752500000000003,2,31.279999999999998,367.24999999999994,300.0,-0.26719430687406964,2.5271313985124864
korean_fried_chicken,69.22500000000001,2.759493670886076,608.5,17.843249999999998,2,65.83999999999999,1102.2,395.0,0.42640326795742894,3.9728246493383423
japchae,19.354999999999997,2.0535714285714284,881.5,7.9510000000000005,0,19.884999999999998,379.20000000000005,280.0,-0.3745363858370895,2.3033939970024626
kimbap,13.06,0.8727272727272727,27.5,6.8805,0,16.53,372.9,275.0,-0.7974554707780511,1.421886781679326
tteokbokki,2.3649999999999998,1.0434782608695652,592.0,15.751249999999999,1,12.544999999999998,320.3,230.0,-0.49680351372473847,2.0485477172587974
samgyeopsal,33.44,3.2962962962962963,596.0,1.1175000000000002,2,56.93000000000001,568.5,270.0,0.16704810789311064,3.432240284459423
sundubu_jjigae,16.324999999999996,2.76,25.0,1.74525,2,24.75,274.45,250.0,-0.1485521938535766,2.774421914340939
bun_bo_hue,23.01,2.0789473684210527,767.0,20.2125,1,47.42,962.9,380.0,-0.11743285913752792,2.839285192128656
bun_cha,17.224999999999998,1.7083333333333333,1131.5,27.48125,1,39.245,896.3000000000001,360.0,-0.09731778213570505,2.881211854096069
com_tam,21.42,1.975609756097561,770.0,8.781,0,44.029999999999994,617.7,410.0,-0.39106473860568036,2.268943288245838
fresh_spring_roll,6.17,1.95,749.0,7.08,0,19.890000000000004,315.3,200.0,-0.5119378749917851,2.0170025609127054
ca_phe_sua_da,1.98,1.263157894736842,9.5,16.432,0,1.9949999999999999,114.15,95.0,-0.7431108446505009,1.5351594661034897
baba_ganoush,25.39,0.0,801.5,2.8695,1,6.065,309.00000000000006,257.0,-0.5682354957048432,1.899659171524133
dolma,22.209999999999997,0.6153846153846154,19.5,4.386,0,4.57,326.9,195.0,-0.7995061237737715,1.4176125233726715
gyro,33.800000000000004,2.9999999999999996,327.0,5.221499999999999,0,47.26,637.1,330.0,-0.24615984364309154,2.5709743740810747
spanakopita,40.09,1.4848484848484849,505.0,6.962999999999999,0,28.53,652.5999999999999,330.0,-0.4172705546357281,2.2143214545748835
tabbouleh,20.86,1.7999999999999998,20.0,7.971,1,7.3,426.1,200.0,-0.41170551657267485,2.225920886666755
moussaka,47.4,2.709677419354838,456.5,2.8079999999999994,0,42.78,669.8000000000001,465.0,-0.19631267090535573,2.6748728359769403
pita,11.32,0.25806451612903225,791.3,16.242,0,14.0,548.61,155.0,-0.6983013914784185,1.628557607006469
baklava,72.24000000000001,0.36363636363636365,258.0,53.30800000000001,0,15.54,1113.1999999999998,220.0,-0.13531177384619444,2.802019452938767
beef_bourguignon,55.07,4.082191780821918,452.0,2.39325,0,66.185,843.3499999999998,365.0,0.08634475288416514,3.2640270439737136
coq_au_vin,43.224999999999994,3.7250000000000005,455.5,1.3530000000000002,1,73.165,722.8000000000001,400.0,0.10957466416804211,3.3124460799954916
ratatouille,20.805,1.3150684931506849,36.5,2.8882499999999998,1,3.84,263.85,365.0,-0.5261681151338651,1.987341900498727
escargot,43.465,0.8421052631578947,392.5,2.9557499999999997,1,4.02,477.05000000000007,95.0,-0.3856479757966912,2.2802336642771888
souffle,48.080000000000005,3.1538461538461537,498.0,2.9459999999999997,0,31.76,637.5999999999999,260.0,-0.1063060126433308,2.8624773246610458
gazpacho,16.285,3.2432432432432434,137.0,3.8767500000000004,1,4.96,258.25,370.0,-0.19821276595436152,2.670912391638676
osso_buco,52.81,3.7721518987341773,39.5,2.319,0,67.1,828.7,395.0,-0.0651027563733162,2.948358924688381
paella,36.155,2.181818181818182,44.0,7.476749999999999,0,47.419999999999995,708.15,440.0,-0.4126899959775535,2.2238688967480247
churro,64.52,0.5581395348837209,110.0,40.549749999999996,0,13.434999999999999,1020.5500000000001,215.0,-0.2683995828718898,2.5246191933972155
churros_spanish,64.52,0.5581395348837209,110.0,40.549749999999996,0,13.434999999999999,1020.5500000000001,215.0,-0.2683995828718898,2.5246191933972155
patatas_bravas,41.934999999999995,0.8135593220338984,234.0,6.1732499999999995,2,5.59,554.35,295.0,-0.24169073929464197,2.5802895075651557
tapas,35.540000000000006,2.823529411764706,390.0,3.36,0,19.76,486.8999999999999,170.0,-0.2648188172441445,2.5320827268475425
soup,11.94,1.083743842364532,1243.0,2.3564999999999996,0,13.89,224.2,203.0,-0.5551165894579673,1.9270034341160738
rawon,46.43600000000001,3.105590062111801,1971.7,3.54345,5,55.903000000000006,743.22,322.0,1.020081701733248,5.210252425926336
soto_betawi,90.46499999999999,1.937007874015748,2003.0,14.35725,3,48.205,1169.15,635.0,0.8512065944267574,4.858259264870666
soto_bandung,19.403,2.4576271186440675,1187.3,2.8882499999999993,4,35.317,394.95,236.0,0.3991293421908239,3.915976511693274
soto_banjar,16.75,1.461988304093567,1215.0,14.891999999999998,3,49.285000000000004,752.6999999999999,513.0,0.1277220104643631,3.350271321912412
gulai,44.56999999999999,1.857142857142857,35.0,8.428500000000001,4,42.995000000000005,662.8,350.0,0.26843442173102466,3.6435638457870305
pindang_patin,23.065,3.3766233766233764,1978.0,7.54075,4,43.955000000000005,480.9000000000001,385.0,0.7710538432173847,4.6911936699734165
chicken_tikka_masala,51.766000000000005,3.1924882629107985,616.9000000000001,5.397450000000002,6,64.43400000000001,846.1500000000001,639.0,0.9799876789857332,5.12668284582995
chicken_tikka,31.571,2.680965147453083,1976.8,2.3775,6,60.19500000000001,582.58,373.0,1.0112430760148245,5.191829723755261
saag,40.201,0.898876404494382,516.5,4.5411,5,26.342,555.14,445.0,0.31469058149018847,3.73997741526814
dhansak,48.195,2.7131782945736433,38.7,9.712649999999998,5,61.062999999999995,932.59,387.0,0.617898530101351,4.37196590659238
dal_makhani,45.193999999999996,1.5960099750623442,1380.8,16.806,5,38.755,990.62,401.0,0.7232516390595408,4.591557618128247
arrs_negre,19.809999999999995,2.589473684210526,47.5,8.064,1,50.480000000000004,590.0999999999999,475.0,-0.2769670318996708,2.5067617156814572
aligue_fried_rice,10.460999999999999,1.5526315789473686,1260.7,9.967950000000002,2,30.568000000000005,479.77000000000004,380.0,-0.09137685980227109,2.8935947568523437
nasi_campur,36.96,1.7750000000000001,609.0,7.6845,1,43.51,700.3,400.0,-0.1932747378296279,2.6812049217618528
yin_yang_fried_rice,29.918000000000003,1.5665796344647522,1047.6,9.27885,2,14.869,571.91,383.0,-0.007728930810273349,3.0679454910207404
omurice,22.249999999999996,1.378048780487805,384.5,8.4945,0,30.005,549.25,410.0,-0.5674515116195902,1.9012932610047377
akki_rotti,0.7990000000000002,0.0,789.7,4.80855,2,3.491,150.65,139.0,-0.5510069071507826,1.9355694098203267
akhni,48.235,1.6,1216.2,12.94965,4,37.102999999999994,816.69,525.0,0.5159384944616546,4.159446513896864
khao_phat,27.865000000000002,2.2365339578454337,2401.0,11.789499999999999,1,36.905,631.1999999999999,427.0,0.21301929683610576,3.528059877835991
appam,35.55,0.0,802.0,19.07,0,6.0,513.7,262.0,-0.5612482489679443,1.9142229702107758
sinangag,15.738,0.0,1190.1,9.719100000000001,2,6.7940000000000005,429.46000000000004,264.0,-0.33888278689180923,2.3777082236278444
chahan,29.1,2.411764705882353,1195.0,7.63725,1,35.055,602.7,425.0,-0.018646882523656445,3.045188766260399
aremarem,26.74,0.6798866855524079,1199.0,10.116,1,20.82,540.6999999999999,353.0,-0.31412103095268,2.429320144918793
ampaw,62.75,0.08403361344537816,902.0,72.47575,0,5.535,1120.95,357.0,0.01198186724211514,3.1090294981550675
arroz_con_maiz,16.75,0.0,1972.5,10.389,1,8.44,448.5,330.0,-0.3398419289895029,2.3757090452749567
nasi_uduk,24.044999999999998,0.0,803.0,11.427000000000001,2,6.7700000000000005,439.34999999999997,272.0,-0.3501611663558005,2.3542002448473447
baghali_polo,36.89,1.286549707602339,2091.7,13.257150000000003,2,42.717999999999996,859.09,342.0,0.22655107984289108,3.5562647160223158
arroz_de_lisa,34.368,1.7857142857142856,1214.1,9.2451,3,31.899,667.16,504.0,0.26165953850962875,3.6294426848953063
hokkien_fried_rice,26.168999999999997,2.030487804878049,841.0,7.17225,1,23.454000000000004,524.33,328.0,-0.1776474925979377,2.7137774159288686
java_rice,30.13,2.065217391304348,615.0,7.85925,1,59.684999999999995,718.1,460.0,-0.18623084035008636,2.6958867998640885
bannu_pulao,52.63199999999999,1.9811320754716981,2140.0,10.163400000000001,5,60.846999999999994,996.42,530.0,0.9462612251450218,5.05638544505883
yangzhou_fried_rice,29.75,1.8481012658227849,608.5,7.335,0,39.910000000000004,623.4,395.0,-0.40000443862393265,2.250309912856752
bhakri,1.2,0.0,788.0,13.734,0,12.0,436.8,122.0,-0.8270347387264831,1.3602335268394334
arroz_chaufa,22.77,1.902777777777778,889.5,7.172249999999999,1,35.695,547.3000000000001,360.0,-0.21231402618835066,2.6415205692215205
arroz_caldoso,22.476,2.695214105793451,1979.2,6.07245,2,38.352999999999994,507.41999999999996,397.0,0.302230189270129,3.714005719880423
biko,57.47,0.0,46.0,80.15350000000001,0,9.44,1070.8,460.0,-0.15753699645452549,2.7556945298293223
binignit,54.29,0.0,50.0,54.511500000000005,0,9.760000000000002,908.3000000000001,500.0,-0.3500770800252321,2.3543755093595062
bhel_puri,0.5900000000000001,1.3138686131386863,789.5,10.856,2,2.6,127.4,137.0,-0.2862233876455006,2.487468322055852
arroz_con_huevo_frito,15.455,0.6072874493927125,800.5,7.0642499999999995,1,11.000000000000002,374.34999999999997,247.0,-0.5016765726268965,2.0383906050926566
arroz_con_gandules,40.57,1.8260869565217392,1985.5,13.134,1,51.32,914.6,460.0,0.15221294353489503,3.4013187562335276
balaobalao,17.22,1.6666666666666665,1969.5,7.1505,1,29.01,449.5,300.0,-0.07296472674851932,2.9319719044304375
baye_baye,34.45,0.0,806.0,10.065000000000001,0,8.95,592.0,302.0,-0.6282331920665493,1.7746035660222115
bubur_ayam,25.214999999999996,1.8631178707224334,1759.0,5.797499999999999,2,30.275000000000002,506.94999999999993,263.0,0.13144924114787354,3.3580401383543252
bibingka,71.47999999999999,0.5121951219512195,218.0,59.586000000000006,0,13.23,1064.6000000000001,410.0,-0.08067023497275568,2.9159110045106704
bisi_bele_bath,15.575,0.09230769230769231,419.0,11.7894,4,18.468000000000007,524.5999999999999,325.0,-0.12662163119823333,2.820132665889264
pe_htaw_bhut_htamin,35.730000000000004,1.1320754716981132,1992.5,14.991,3,45.215,796.0,530.0,0.3532648899518103,3.820379393910855
bnh_chng,30.535999999999998,1.7266187050359711,1981.2,12.6942,1,62.438,875.8199999999999,417.0,0.06497400485786739,3.2194831365152354
chazuke,2.9399999999999995,0.2452316076294278,1381.5,6.6825,0,5.4750000000000005,230.95000000000002,367.0,-0.7017156683360625,1.621441092778826
bahon,17.810000000000002,2.1621621621621623,608.0,21.171,0,42.419999999999995,632.9499999999999,370.0,-0.33215318176422604,2.391735009572178
chelow,25.200000000000003,0.5614035087719298,2145.0,8.7345,0,10.67,504.6,285.0,-0.33325048040466965,2.3894478659947005
ginataang_mais,36.51,0.0,35.0,29.35,0,8.559999999999999,621.1999999999999,350.0,-0.6397346072124438,1.7506307050222212
hoppin_john,18.5,0.7017543859649122,1246.0,19.113,0,50.3,877.9,342.0,-0.46411535044529534,2.1166809673591382
lemang,36.0,0.0,1204.0,24.42,0,9.25,649.5,403.0,-0.4416496412279213,2.1635071463556033
jiuniang,0.6000000000000001,0.0,23.0,32.46,0,5.4,376.1,230.0,-0.8586762924082982,1.2942817671110967
