dish_id,protein_g,fat_g,carb_g,fiber_g,iron_mg,zinc_mg,b12_ug,calcium_mg,vitamin_c_mg,calorie_kcal,NDI,meal_role,missing_nutrients_ingredients
com_tam,44.029999999999994,21.42,58.540000000000006,1.1400000000000001,3.4400000000000004,5.1,1.31,97.60000000000001,4.0600000000000005,617.7,5.248715093299843,Full Main,
congee,14.31,6.94,24.384999999999998,0.5900000000000001,1.1400000000000001,1.715,0.15000000000000002,33.0,0.99,221.02,4.1078533567901045,Light Main,
coq_au_vin,73.165,43.224999999999994,9.02,1.745,3.0380000000000003,5.293499999999999,1.1215000000000002,70.45,6.539999999999999,722.8000000000001,4.605528863622388,Heavy Main,
cornbread,12.5,22.509999999999998,63.830000000000005,2.68,2.787,1.3295000000000001,0.634,97.14999999999999,5.44,495.34999999999997,3.0415956417773313,Full Main,
creme_brulee,10.712,60.692,44.879999999999995,0.0,1.122,1.116,0.825,131.72,0.8999999999999999,759.1199999999999,1.6249978900152788,Heavy Main,
crepe,15.735000000000001,21.0,60.94500000000001,1.6199999999999999,3.6529999999999996,1.4845000000000002,1.0255,153.7,0.0,497.15,3.730954028148034,Full Main,
croissant,12.049999999999999,52.37,72.68,2.16,4.057,0.9952000000000001,0.457,72.08,0.0,807.0,1.6033957918716282,Heavy Main,
dal,27.102,12.121,69.28899999999999,32.519000000000005,10.694,3.7210000000000005,0.0,86.34,13.347,486.74,7.951044084503426,Full Main,
dan_dan_noodles,42.065,28.685000000000002,122.29,8.83,7.555,4.12,0.42,76.94999999999999,9.520000000000001,918.7500000000001,3.6485837971552253,Heavy Main,
dim_sum,33.730000000000004,13.569999999999999,39.644999999999996,1.4500000000000002,4.250000000000001,2.265,1.25,56.3,1.75,415.9,6.083873114409301,Full Main,
dolma,4.57,22.209999999999997,29.24,2.1100000000000003,1.754,1.686,0.0,46.449999999999996,13.14,326.9,2.7049214338905383,Light Main,
donburi,41.504999999999995,14.354999999999999,65.26,1.31,3.895,4.9055,0.91,111.95,2.2199999999999998,568.8000000000001,5.175373637926381,Full Main,
dosa,12.32,10.68,46.599999999999994,12.600000000000001,3.6919999999999997,2.2002,0.0,36.88,1.76,333.20000000000005,5.196213550355206,Light Main,
dumplings,36.57,19.9,65.315,3.5100000000000002,4.960000000000001,2.625,0.7000000000000001,42.8,19.1,599.2,4.607764657831413,Full Main,
edamame,54.75,29.7,45.3,13.799999999999999,23.559,7.3503,0.0,416.22,9.0,669.0,7.978708287228466,Full Main,
elote,11.020000000000001,22.669999999999998,41.925,5.680000000000001,1.6400000000000001,1.691,0.24499999999999997,125.25,20.3,385.55,4.243760389526178,Light Main,
enchilada,47.68,28.82,50.1,6.84,5.1499999999999995,4.29,0.96,456.6000000000001,16.28,657.6,6.3885992353145635,Full Main,
escargot,4.02,43.465,19.705,1.125,1.399,0.45599999999999996,0.068,114.85,4.68,477.05000000000007,1.3169032925871829,Full Main,
fajita,41.99,30.669999999999998,36.239999999999995,3.8000000000000003,3.4189999999999996,3.08,0.44999999999999996,125.9,79.57999999999998,595.3000000000001,6.381816291105724,Full Main,
falafel,34.95899999999999,50.121,114.36800000000001,27.818,12.552999999999999,5.5889999999999995,0.0,216.78,12.921,1011.6999999999999,4.610353809918898,Heavy Main,
fish_and_chips,47.580000000000005,65.17,64.72999999999999,5.48,4.786,2.27,2.13,78.8,41.6,1036.9,4.231810131125397,Heavy Main,
french_fries,4.0,30.2,34.0,4.4,1.624,0.6002000000000001,0.0,24.48,39.6,419.2,2.948697718735887,Full Main,
french_onion_soup,28.98,38.42,38.74,4.48,3.4239999999999995,4.308,1.884,452.20000000000005,14.8,615.6,6.3638332644180595,Full Main,
fresh_spring_roll,19.890000000000004,6.17,47.199999999999996,2.4000000000000004,2.3800000000000003,1.59,0.9299999999999999,80.2,5.699999999999999,315.3,5.897335916365413,Light Main,
fried_chicken,67.738,71.686,32.008,1.586,4.833,4.6943,1.08,69.88,0.0,1048.02,3.1059583724609197,Heavy Main,
fried_rice,15.32,25.560000000000002,63.550000000000004,2.72,3.2390000000000003,3.33,0.55,108.7,3.3999999999999995,546.3000000000001,3.330237602615417,Full Main,
gazpacho,4.96,16.285,25.845000000000002,4.365,1.8590000000000002,0.865,0.0,98.8,83.65,258.25,8.208870617389495,Light Main,
gelato,8.73,28.83,59.019999999999996,0.0,0.459,0.997,0.9609999999999999,220.2,0.36,520.6,2.511807887336124,Full Main,
general_tso,56.38500000000001,58.25,48.870000000000005,2.415,4.523999999999999,4.077,0.93,71.75,5.61,946.6000000000001,3.380750702217002,Heavy Main,
gnocchi,21.075,21.1,80.645,6.0200000000000005,5.0329999999999995,2.0035000000000003,0.5954999999999999,290.20000000000005,39.6,601.2499999999999,4.9952419952419955,Full Main,
green_curry,46.04999999999999,49.87000000000001,58.754999999999995,6.739999999999999,6.340000000000001,5.74,0.48,125.15,8.3,854.75,4.148268292754985,Heavy Main,
grilled_cheese,22.335,34.59,39.995000000000005,2.16,3.303,2.6335,0.9254999999999999,644.1999999999999,0.0,561.3499999999999,5.053720217610839,Full Main,
guacamole,4.025,22.354999999999997,18.685,12.009999999999998,1.336,1.1711999999999998,0.0,37.169999999999995,27.180000000000003,266.00999999999993,5.80410483759982,Light Main,
gyro,47.26,33.800000000000004,34.809999999999995,2.68,5.13,6.539999999999999,4.125,232.49999999999997,8.200000000000001,637.1,7.299945210791229,Full Main,
hamburger,51.365,32.845,32.870000000000005,2.4949999999999997,6.555000000000001,8.185,4.125,376.9,7.119999999999999,649.15,8.06344271491002,Full Main,
hot_and_sour_soup,13.329999999999998,12.329999999999998,7.725,2.7,5.800000000000001,1.7425000000000002,0.346,312.19999999999993,5.995000000000001,186.89999999999998,10.534350614607437,Side/Snack,
hummus,35.415,39.14,99.23,28.985,12.513,6.7292000000000005,0.0,366.13,15.51,849.2000000000002,5.978190321219054,Heavy Main,
ice_cream,8.94,49.41,57.410000000000004,0.0,0.632,0.9790000000000001,0.822,185.70000000000002,0.72,699.1999999999999,1.7144310050488543,Full Main,
japchae,19.884999999999998,19.354999999999997,31.34,4.760000000000001,3.475,3.4055000000000004,1.508,85.34999999999998,13.94,379.20000000000005,7.381399513519765,Light Main,
katsu,58.27,69.41,33.07,2.6,4.224,4.29,1.5899999999999999,132.2,19.33,996.9,3.923798696594363,Heavy Main,
kebab,52.034,52.846000000000004,7.143000000000001,1.698,5.6850000000000005,7.9239999999999995,5.2,74.03,44.931,712.8499999999999,7.36957344869248,Heavy Main,
kimbap,16.53,13.06,45.87,1.7000000000000002,3.1500000000000004,3.5700000000000003,1.08,93.8,7.379999999999999,372.9,5.83820041583517,Light Main,
kimchi,5.75,1.2,24.595,9.68,2.44,0.9505,0.03,129.0,88.51,118.7,22.254291622446637,Side/Snack,
kimchi_jjigae,31.279999999999998,20.785,15.834999999999999,5.985000000000001,6.335000000000001,2.71,0.56,354.85,47.699999999999996,367.24999999999994,10.041783192225672,Light Main,
korean_fried_chicken,65.83999999999999,69.22500000000001,53.955,2.9850000000000003,4.895,4.616499999999999,0.75,62.49999999999999,6.720000000000001,1102.2,2.9301046339696315,Heavy Main,
korma,59.84200000000001,39.291,18.329,2.289,6.234,5.188999999999999,1.094,180.04000000000002,6.157,658.94,5.666904531748068,Full Main,
kung_pao_chicken,58.24500000000001,50.16,19.96,6.0649999999999995,4.451999999999999,4.650499999999999,0.6000000000000001,87.39999999999999,47.72,751.6500000000002,5.284238072104764,Heavy Main,
larb,43.925,21.770000000000003,13.735,4.290000000000001,2.66,3.3865000000000003,1.08,60.24999999999999,18.75,430.2,7.386347703641985,Full Main,
lasagna,63.81,47.795,86.96500000000002,4.915,7.941,9.32,4.76,477.05,13.38,1042.0500000000002,5.635534435016224,Heavy Main,
lo_mein,40.11500000000001,23.185,117.46,6.209999999999999,6.536,3.575,0.24,69.1,15.78,847.2500000000001,3.5126155114352215,Heavy Main,
lobster_roll,42.03999999999999,32.025,30.755,2.0,5.599,2.811,2.299,274.90000000000003,6.115,556.75,7.154178257007173,Full Main,
mac_and_cheese,37.48,47.5,88.49,3.37,4.554,4.5280000000000005,1.684,717.1,0.0,934.2,4.53834148439158,Heavy Main,
mango_sticky_rice,6.77,19.73,84.86,4.279999999999999,2.6950000000000003,2.3201,0.0,68.44,46.04,528.4,3.3720016210553676,Full Main,
mapo_tofu,32.055,32.28,12.07,3.6050000000000004,12.374000000000002,2.9500000000000006,0.35000000000000003,731.6499999999999,9.910000000000002,453.19999999999993,8.60080918884979,Full Main,
massaman_curry,54.849999999999994,71.17,83.82,8.469999999999999,10.109999999999998,10.581,3.78,147.4,23.159999999999997,1186.2,5.138990161751923,Heavy Main,
minestrone,7.750000000000001,10.97,47.65,4.909999999999999,2.3160000000000003,1.04,0.0,49.099999999999994,26.83,316.90000000000003,4.155539071916477,Light Main,
miso_soup,11.52,6.380000000000001,8.85,2.33,5.880000000000001,1.42,0.0,235.0,2.73,135.2,11.038576807807578,Side/Snack,
moussaka,42.78,47.4,18.72,5.91,4.279,6.76,3.5450000000000004,405.45,12.719999999999999,669.8000000000001,7.445828200531096,Full Main,
naan,13.09,9.28,82.39,2.7,4.643000000000001,0.8897,0.242,50.92999999999999,0.15,472.75,2.604989839468951,Full Main,
nachos,33.135000000000005,28.035,78.925,11.755,5.915,4.3950000000000005,0.8999999999999999,645.65,9.08,709.6999999999999,6.003734887065874,Heavy Main,
okonomiyaki,32.66,25.509999999999998,67.79,4.66,5.785,2.6449999999999996,0.985,88.6,36.86,640.1999999999999,5.154674112031189,Full Main,
onigiri,10.29,4.26,42.3,0.6,1.446,1.8301999999999998,0.96,46.08,0.0,257.4,5.120408211317303,Light Main,
orange_chicken,55.20000000000001,57.92,49.52,0.9099999999999999,3.9839999999999995,3.87,0.93,54.64999999999999,0.275,942.65,3.1139524148594324,Heavy Main,
osso_buco,67.1,52.81,15.46,2.4200000000000004,7.353999999999999,11.540000000000001,6.25,75.45,10.17,828.7,6.367642185791094,Heavy Main,
pad_see_ew,37.475,27.805,129.89,3.06,2.7789999999999995,3.165,0.8500000000000001,86.2,53.58,937.45,3.5807108365644815,Heavy Main,
pad_thai,37.61500000000001,31.569999999999997,142.54,4.2,4.389,3.312,1.795,129.6,9.780000000000001,996.0500000000001,3.5158986220679918,Heavy Main,
paella,47.419999999999995,36.155,49.84499999999999,2.405,4.273999999999999,4.975,1.66,117.95,45.9,708.15,6.160788853015076,Heavy Main,
palak_paneer,32.862,60.711,17.358999999999998,5.859,9.119,4.726999999999999,1.533,986.8399999999998,61.357000000000006,726.0400000000001,8.136648961259176,Heavy Main,
pancake,17.735000000000003,21.200000000000003,76.205,2.16,4.573,1.6244999999999998,1.0255,156.7,0.0,569.95,3.5763263454288983,Full Main,
paneer_tikka,43.622,61.086,14.459000000000001,3.5040000000000004,4.5040000000000004,5.701,2.55,1174.8900000000003,70.817,773.09,8.440988214365182,Heavy Main,
panna_cotta,4.8,56.4,36.6,0.0,0.105,0.533,0.39,154.3,0.8999999999999999,664.1,1.0262823559013892,Full Main,
papaya_salad,5.715,7.864999999999999,16.32,4.415,1.45,0.7969999999999999,0.03,44.5,15.48,146.0,6.584247563699618,Side/Snack,
pasta_bolognese,43.254999999999995,27.220000000000002,100.92000000000002,6.23,7.806,6.454999999999999,2.5,77.19999999999999,13.465,829.4000000000001,5.790065037713941,Heavy Main,
pasta_carbonara,56.308,40.775999999999996,93.438,4.226,6.374,5.154,1.6799999999999997,429.46000000000004,0.0,978.2199999999999,4.5580698552422705,Heavy Main,
patatas_bravas,5.59,41.934999999999995,41.155,6.505000000000001,2.7030000000000003,0.9100000000000001,0.015,49.74999999999999,49.76,554.35,3.127943481510723,Full Main,
peking_duck,62.56499999999999,86.355,51.515,2.2350000000000003,9.74,5.851,9.0,52.75000000000001,10.07,1248.3,3.8075314895790737,Heavy Main,
penne_arrabbiata,18.236,17.568,103.09100000000001,6.878,5.925,2.149,0.0,74.16000000000001,19.46,636.49,3.265122614994569,Full Main,
pho,33.29,15.54,133.345,3.29,3.68,5.420999999999999,2.53,60.25,11.8,830.05,4.622826055872258,Heavy Main,
pita,14.0,11.32,95.28,3.2399999999999998,5.6049999999999995,0.9604999999999999,0.15,40.61,0.1,548.61,2.3762083963319816,Full Main,
pizza,38.18000000000001,39.14,120.97,4.949999999999999,7.992999999999999,3.970300000000001,2.2,539.17,7.199999999999999,996.0,4.736701930376628,Heavy Main,
pizza_margherita,32.796,29.578,112.98100000000001,4.728,7.521000000000001,3.3643000000000005,1.76,441.93000000000006,7.739999999999999,856.09,4.722437596200869,Heavy Main,
pozole,37.2,18.450000000000003,24.64,5.45,2.43,3.041,0.84,43.4,20.72,405.4,7.03741196587768,Full Main,
pulled_pork,55.45,28.19,15.76,1.1099999999999999,2.0999999999999996,3.946,1.4000000000000001,30.8,8.27,548.1,5.8013818167074875,Full Main,
quesadilla,41.505,36.85500000000001,42.075,3.395,3.59,4.3100000000000005,1.38,710.6500000000001,26.65,677.4000000000001,6.619688171946806,Full Main,
quiche,47.849999999999994,97.3,49.92000000000001,1.6199999999999999,5.327999999999999,4.773000000000001,2.4290000000000003,489.09999999999997,0.48,1270.4,3.6503040934716,Heavy Main,
raita,15.926,1.414,9.941999999999998,0.802,1.669,1.1360999999999999,1.125,196.46,3.7840000000000003,111.5,16.06481082445208,Side/Snack,
ramen,45.43,23.054999999999996,95.71999999999998,4.265,6.245,4.0649999999999995,1.11,78.05,3.77,784.5500000000001,4.330287221753668,Heavy Main,
ratatouille,3.84,20.805,19.255,5.965,1.177,0.8200000000000001,0.0,50.650000000000006,108.33999999999999,263.85,8.153898824734528,Light Main,
ravioli,31.240000000000002,35.95,67.93,3.94,6.686,3.5100000000000002,1.45,523.0999999999999,18.479999999999997,719.5,5.570406737884153,Heavy Main,
red_curry,45.84999999999999,49.860000000000014,57.76499999999999,5.749999999999999,6.329999999999999,5.699999999999999,0.48,122.75,45.50999999999999,850.05,4.781676962725137,Heavy Main,
ribs,83.08999999999999,42.245000000000005,22.115000000000002,1.195,3.04,5.9014999999999995,2.1,46.8,10.84,814.0,4.905990405990406,Heavy Main,
risotto,15.500000000000002,34.45,33.620000000000005,1.4100000000000001,1.4100000000000001,2.298,0.41400000000000003,396.5,3.2699999999999996,502.4,3.5798901204952163,Full Main,
samgyeopsal,56.93000000000001,33.44,7.449999999999999,2.13,2.745,4.175,1.4000000000000001,57.9,11.8,568.5,6.004749086543282,Full Main,
samosa,8.113999999999999,31.466,59.833,5.048,5.372,0.9090000000000001,0.0,56.47,23.791000000000004,551.91,2.7594956023504165,Full Main,
sashimi,31.73,19.060000000000002,0.48,0.0,1.4,0.95,4.8,20.0,0.0,317.3,8.188471541764956,Light Main,
satay,45.294000000000004,33.444,19.258000000000003,3.8480000000000003,5.58,3.8289999999999993,0.44999999999999996,79.28,1.5099999999999998,544.34,5.2526222761737325,Full Main,
scallion_pancake,10.44,26.04,80.02,3.3800000000000003,4.698,0.7802,0.0,24.680000000000003,2.96,601.0,1.7435135764586682,Full Main,
shawarma,57.934000000000005,16.321,42.077999999999996,2.8729999999999998,5.814000000000001,4.224,0.8250000000000001,168.68,10.171000000000001,551.8,6.336045956379411,Full Main,
souffle,31.76,48.080000000000005,19.639999999999997,0.54,3.062,3.678,2.304,564.1999999999999,0.0,637.5999999999999,6.01692675092926,Full Main,
soup,13.89,11.94,15.709999999999999,2.94,1.071,1.1193,0.16700000000000004,43.72,15.25,224.2,5.348555646949937,Light Main,
spanakopita,28.53,40.09,46.42,4.99,7.323999999999999,3.528,1.264,614.7999999999998,43.779999999999994,652.5999999999999,6.8423608264245726,Full Main,
spring_rolls,22.544999999999998,39.025,42.885,3.06,3.1330000000000005,1.685,0.426,35.35,16.455000000000002,613.9,3.0163607545917364,Full Main,
steak,65.663,49.741,2.948,0.611,6.788,11.3477,6.2755,66.99000000000001,1.56,745.02,6.6841435597979055,Heavy Main,
sundubu_jjigae,24.75,16.324999999999996,11.635,3.6950000000000003,10.145,2.39,0.7799999999999999,591.2499999999999,11.39,274.45,12.838609134837954,Light Main,
sushi,20.05,3.09,47.39,0.6,1.641,2.0557,0.8,52.73,0.05,304.15000000000003,5.118091983454469,Light Main,
sweet_and_sour,48.699999999999996,64.55,51.89000000000001,2.34,3.7409999999999997,3.633,1.38,47.300000000000004,58.42999999999999,982.3,4.184389818106604,Heavy Main,
tabbouleh,7.3,20.86,53.14,3.6899999999999995,3.4120000000000004,0.6620000000000001,0.0,34.0,23.859999999999996,426.1,2.8244492736396043,Full Main,
taco,36.815000000000005,26.215,32.205,2.975,4.86,5.7700000000000005,2.8,265.85,7.119999999999999,528.6,8.093634305325564,Full Main,
takoyaki,20.140000000000004,4.3599999999999985,50.385,2.22,4.02,1.815,1.1099999999999999,55.8,10.49,330.8,6.541669065852863,Light Main,
tamale,25.764999999999997,27.775,21.595000000000002,4.655,1.829,2.1999999999999997,0.56,26.25,14.629999999999999,429.19999999999993,4.743875649048064,Full Main,
tandoori_chicken,68.57200000000002,20.236,15.869000000000002,4.234000000000001,6.172999999999999,4.992000000000001,1.2,172.19,17.567,519.3899999999999,7.793487181808099,Full Main,
tapas,19.76,35.540000000000006,22.400000000000002,1.78,2.152,1.98,0.6599999999999999,327.29999999999995,29.89,486.8999999999999,4.988899646940313,Full Main,
tempura,36.7,55.41,30.97,1.08,5.02,2.47,2.13,106.8,2.4,749.3,4.388097481651466,Heavy Main,
teriyaki,53.32000000000001,15.135,60.81,0.8049999999999999,3.5300000000000002,5.0265,0.6000000000000001,86.0,1.81,605.1,4.819455503639936,Full Main,
thai_iced_tea,2.64,2.64,33.870000000000005,0.0,0.054,0.325,0.36,90.75,0.0,165.0,2.8233372687918146,Side/Snack,
tikka_masala,57.232000000000006,46.156,22.679000000000002,4.434,6.183000000000001,4.329,1.0190000000000001,193.29,21.217000000000002,723.7900000000001,5.463351114714079,Heavy Main,
tiramisu,10.765,43.74,51.86000000000001,2.18,3.4619999999999997,1.6225,0.8079999999999998,100.69999999999999,0.48,625.85,2.476707867776015,Full Main,
tom_kha,29.835000000000004,43.07999999999999,16.125,5.720000000000001,4.1049999999999995,3.0415000000000005,0.3460000000000001,58.550000000000004,13.690000000000001,548.9,4.3850905273750955,Full Main,
tom_yum,27.715,2.62,12.375,4.460000000000001,3.5300000000000002,2.0824999999999996,1.546,102.55,24.76,160.3,19.071001432199186,Side/Snack,
tteokbokki,12.544999999999998,2.3649999999999998,61.675,5.055,2.715,2.2559999999999993,0.3,73.35,12.51,320.3,5.112948764213202,Light Main,
udon,25.68,5.069999999999999,156.29000000000002,5.94,10.25,2.0300000000000002,0.33799999999999997,56.00000000000001,1.9,793.9,3.1006682083643917,Heavy Main,
vindaloo,58.352,44.93599999999999,19.179000000000002,6.034,5.9270000000000005,4.641000000000001,1.4000000000000001,99.88999999999999,20.027,718.89,5.759459373364141,Heavy Main,
waffle,17.78,25.25,81.21,2.16,4.579,1.6295,1.034,157.95000000000002,0.0,625.15,3.2753478270554166,Full Main,
wonton_soup,33.800000000000004,15.17,32.885,1.35,3.3899999999999997,2.335,1.01,38.49999999999999,2.0700000000000003,408.71999999999997,5.637598194850105,Full Main,
xiao_long_bao,28.46,14.85,47.155,1.72,3.63,2.005,0.56,18.2,0.73,447.82,4.088325789009098,Full Main,
yakitori,36.645,15.965,10.72,0.0,1.6629999999999998,2.476,0.44999999999999996,25.6,0.0,338.34999999999997,5.334627279359067,Light Main,
ackee_saltfish,25.31,19.185000000000002,7.864999999999999,1.605,0.964,0.8600000000000001,1.2,36.45,47.65,299.04999999999995,8.44594462551326,Light Main,
adobo,50.562,14.799000000000001,8.797,1.3090000000000002,2.9909999999999997,3.5610000000000004,0.6000000000000001,73.79,4.75,381.7299999999999,7.180923379545444,Light Main,
aji_de_gallina,49.900000000000006,33.56000000000001,30.940000000000005,5.5600000000000005,4.309,4.41,0.885,343.6,9.34,619.4,6.173775906581849,Full Main,
al_pastor,59.57,31.650000000000002,30.02,4.960000000000001,3.6770000000000005,4.446000000000001,1.4000000000000001,99.3,24.650000000000002,657.6,6.0031756564603285,Full Main,
aloo_gobi,5.971,16.526,29.697,6.337000000000001,4.849,1.0470000000000002,0.0,99.01999999999998,114.36500000000001,275.81,9.512193731040037,Light Main,
anticucho,53.454,30.991,5.568,1.8230000000000002,7.679,9.334000000000001,5.0,80.97999999999999,5.641,534.6,9.330699437321213,Full Main,
arancini,16.52,53.43,49.699999999999996,1.02,2.624,2.84,0.7799999999999999,269.7,0.0,746.2,2.6225439291641375,Heavy Main,
arepa,11.43,19.439999999999998,23.200000000000003,2.4,0.8119999999999999,1.5989999999999998,0.46699999999999997,221.1,8.16,295.8,4.932989217979075,Light Main,
arroz_con_pollo,42.559999999999995,26.775,64.265,2.405,3.3890000000000002,4.8599999999999985,0.44999999999999996,100.7,47.65,674.5500000000001,5.072461861432285,Full Main,
asado,65.0,37.5,0.0,0.0,6.515,11.2505,6.25,46.2,0.0,625.0,7.790044444444445,Full Main,
bacalhau,41.510000000000005,24.68,16.6,2.27,2.122,1.69,2.13,65.5,20.06,457.3,7.39875087130718,Full Main,
bak_kut_teh,56.290000000000006,28.225,6.985000000000001,1.475,2.455,4.03,1.4000000000000001,58.25,4.32,516.75,6.223887922001129,Full Main,
banh_xeo,27.588,13.94,72.12599999999999,2.606,3.254,2.282,1.03,58.260000000000005,7.876,521.94,4.431735724987822,Full Main,
beef_tartare,51.154999999999994,40.385,2.185,0.655,5.506,8.58,4.83,59.050000000000004,1.2799999999999998,593.3,7.669839664614652,Full Main,
biltong,52.375,30.114,2.1180000000000003,0.843,5.590000000000001,9.056500000000002,5.0,53.1,0.8600000000000001,510.02,9.04796252508107,Full Main,
birria,58.74399999999999,34.70099999999999,34.028,7.013,9.779,10.039000000000001,5.0,166.08,20.971,702.6,8.408615453875916,Heavy Main,
blini,15.155,18.89,64.215,2.16,4.381,1.3335000000000001,0.7354999999999999,105.8,0.0,492.55,3.3829038239757963,Full Main,
boat_noodles,22.970000000000002,9.670000000000002,129.94,3.4400000000000004,2.785,3.6149999999999998,1.53,40.49999999999999,7.76,722.1999999999999,3.6487336473489904,Heavy Main,
borek,28.12,39.92999999999999,63.49,3.04,5.694,3.148,1.264,505.8,11.28,728.5,4.793244732846655,Heavy Main,
borscht,16.46,15.149999999999999,21.869999999999997,4.63,2.378,2.834,1.272,70.0,41.709999999999994,288.9,9.729475939237101,Light Main,
bossam,69.2,35.11,6.065,0.65,2.2399999999999998,4.925,1.75,43.5,6.35,631.9,5.5193948848008025,Full Main,
bouillabaisse,41.459999999999994,24.95,10.09,1.44,2.4720000000000004,2.3000000000000003,2.4,94.2,17.13,420.0,8.563801278086991,Full Main,
