dish_id,H_mean,BT_strength,E_composite,E_carbon,E_water,E_energy,cuisine,cook_method,source,log_H,log_E,log_DEI,Z_H,Z_E,DEI_z,rank_DEI,rank_invE,rank_shift,DEI_tier,is_pareto,calorie_kcal,protein_g,NDI,meal_role,category
ajoblanco,5.8584,-0.0938,0.2137152856041966,0.7491,1413.4,0.5,Spanish,no_cook,worldcuisines_llm,1.767876528764723,-1.5431105908847105,3.3109871196494334,-0.2472792824500509,-0.220487242760247,-0.0267920396898038,1036,995,-41,C,False,828.95,19.92,2.967292286430956,Heavy Main,Starch/Carb
akara,5.7688,-0.132,0.293030037691501,0.7459,896.6,1.0,Nigerian,deep_fry,worldcuisines_llm,1.7524640866204126,-1.2274801575012184,2.979944244121631,-0.3738371636939558,0.4374863759110464,-0.8113235396050023,1862,1758,-104,D,False,796.96,32.809999999999995,4.999383117607369,Heavy Main,Plant Protein
akashiyaki,6.2661,0.0803,0.1530967962115185,0.8326,367.8,0.5,Japanese,fry,worldcuisines_llm,1.835154151547244,-1.8766849026542487,3.711839054201493,0.3051648607142306,-0.9158672625447054,1.221032123258936,365,445,80,A,False,358.55,20.830000000000002,5.040205026538871,Light Main,Mixed/Other
akhni,6.3406,0.1122,0.3889096900129746,2.4933,1292.0,1.2,Bangladeshi,braise,worldcuisines_llm,1.8469734011952896,-0.944408121666524,2.7913815228618137,0.4022175652333292,1.0275876844768936,-0.6253701192435643,2184,2220,36,E,False,816.69,37.102999999999994,3.8141232010386767,Heavy Main,Poultry Main
akkawi,5.6761,-0.1716,0.1947367457042512,2.5485,599.1,0.5,Israeli,no_cook,worldcuisines_llm,1.7362643771834745,-1.6361066545486076,3.372371031732082,-0.5068596194416762,-0.4143499063671362,-0.09250971307454,965,854,-111,B,False,459.5,26.799999999999997,7.691403385636248,Full Main,Dairy Main
akki_rotti,5.58,-0.2127,0.1462895697143767,0.7181,284.4,0.5,Canarese,fry,worldcuisines_llm,1.7191887763932197,-1.9221672673159245,3.641356043709144,-0.6470743781896374,-1.0106813010433613,0.3636069228537238,509,364,-145,A,False,150.65,3.491,4.383654476585111,Side/Snack,Starch/Carb
akok,5.8584,-0.0938,0.2779093906493806,1.5715,1157.1,0.8,Malaysian,bake,worldcuisines_llm,1.767876528764723,-1.2804601513350744,3.0483366800997973,-0.2472792824500509,0.3270425321841941,-0.574321814634245,1702,1637,-65,D,False,1199.2,27.0,2.726702361458866,Heavy Main,Egg Dish
akumaki,5.6761,-0.1716,0.1095117199417111,0.7696,392.1,0.3,Japanese,steam,worldcuisines_llm,1.7362643771834745,-2.211723704021884,3.94798808120536,-0.5068596194416762,-1.6143002056801732,1.1074405862384968,112,78,-34,A,False,408.6,12.39,3.532234095376533,Full Main,Dessert
al_pastor,6.7316,0.2791,0.2459367868276744,1.831,1288.7500000000002,0.6,Mexican,grill,expanded,1.9068128568567813,-1.402680740185854,3.309493597042636,0.8935838686651764,0.0722574588304599,0.8213264098347164,1039,1306,267,C,False,657.6,59.57,6.0031756564603285,Full Main,Pork Main
albaloo_polo,6.6845,0.259,0.1959669123518458,2.5225,1369.3,0.3,Iranian,steam,worldcuisines_llm,1.89979141344104,-1.6298094485337955,3.529600861974836,0.8359279181253576,-0.4012225428722156,1.2371504609975732,723,859,136,B,False,820.0,42.07,3.2361287086896846,Heavy Main,Poultry Main
alcapurria,6.3406,0.1122,0.3933414926196716,4.9706,1428.8,1.0,Puerto Rican,deep_fry,worldcuisines_llm,1.8469734011952896,-0.9330771064573714,2.7800505076526614,0.4022175652333292,1.0512086927569382,-0.6489911275236089,2198,2235,37,E,False,500.61,21.914,6.326721226942957,Full Main,Starch/Carb
aletria,5.58,-0.2127,0.1606220004854691,1.53,674.4,0.4,Portuguese,boil,worldcuisines_llm,1.7191887763932197,-1.82870149752744,3.54789027392066,-0.6470743781896374,-0.8158394725467193,0.1687650943570818,690,521,-169,B,False,755.55,23.545,3.7436997006185027,Heavy Main,Dessert
alexandertorte,6.2661,0.0803,0.295292483268057,2.3565,1234.8,0.8,Russian,bake,worldcuisines_llm,1.835154151547244,-1.2197889451175026,3.0549430966647466,0.3051648607142306,0.4535197310911354,-0.1483548703769048,1680,1775,95,D,False,1831.8999999999999,27.419999999999998,1.6060584792502475,Heavy Main,Dessert
alfajor,5.9452,-0.0567,0.3056046908817595,1.6055,1615.0,0.8,Spanish,bake,worldcuisines_llm,1.7825841712926027,-1.1854628720636002,2.968047043356203,-0.1265087998105834,0.5250769958958562,-0.6515857957064396,1884,1853,-31,D,False,1445.55,21.385,1.5931098290753787,Heavy Main,Dessert
alicot,5.58,-0.2127,0.3740229092939314,2.346,1081.3,1.2,French,braise,worldcuisines_llm,1.7191887763932197,-0.9834382286469956,2.702627005040215,-0.6470743781896374,0.9462242352943286,-1.5932986134839662,2271,2164,-107,E,False,669.52,53.33800000000001,5.843767894192078,Full Main,Poultry Main
aligue_fried_rice,6.8104,0.3127,0.2063345199931275,2.3244,856.3,0.5,Filipino,fry,worldcuisines_llm,1.9184508555877104,-1.5782565438038645,3.4967073993915747,0.9891482475945312,-0.2937536561918369,1.2829019037863685,781,942,161,B,False,479.77000000000004,30.568000000000005,7.9518613130552165,Full Main,Seafood Main
alloco,5.7688,-0.132,0.1492442262059486,0.6316,358.0,0.5,Ivorian,fry,worldcuisines_llm,1.7524640866204126,-1.902171212845004,3.654635299465416,-0.3738371636939558,-0.9689968659325224,0.5951597022385665,474,402,-72,A,False,532.2,3.3,2.0644063440004814,Full Main,Dessert
almond_biscuit,5.4803,-0.2553,0.3081544907513283,1.595,1660.9,0.8,Global,bake,worldcuisines_llm,1.7011598439870448,-1.1771540284159874,2.878313872403032,-0.7951173336830596,0.5423978855933063,-1.3375152192763655,2057,1873,-184,E,False,1263.0,26.325,2.217608159413385,Heavy Main,Dessert
aloo_gobi,7.0172,0.4011,0.1355671477469107,0.4946,164.88,0.5,Indian,stir_fry,expanded,1.9483642780728927,-1.9982882060816185,3.946652484154511,1.234779623532968,-1.1693655223315709,2.404145145864539,113,243,130,A,False,275.81,5.971,9.512193731040037,Light Main,Mixed/Other
aloo_mutter,6.5523,0.2025,0.165147141642479,0.9859,529.0,0.5,Indian Subcontinent,saute,worldcuisines_llm,1.879816133048338,-1.80091843493981,3.680734567988148,0.6719027013503155,-0.7579219833090984,1.429824684659414,420,572,152,A,False,661.3399999999999,10.047,4.727837324988564,Full Main,Soup/Stew
aloo_paratha,6.4836,0.1732,0.1591233300317187,0.7979,479.0,0.5,Indian Subcontinent,fry,worldcuisines_llm,1.8692759116558832,-1.838075716854256,3.707351628510138,0.585352622214206,-0.8353812795472786,1.4207339017614846,372,505,133,A,False,847.3399999999999,20.587000000000003,3.855581277336417,Heavy Main,Starch/Carb
aloo_pie,6.1895,0.0476,0.2741773418480754,0.9824,513.6,1.0,Trinidadian and Tobagonian,deep_fry,worldcuisines_llm,1.822854307989728,-1.2939801489368523,3.1168344569265805,0.2041658025704572,0.2988582989621057,-0.0946924963916484,1496,1602,106,C,False,1018.8599999999999,20.912000000000003,3.2028859235737515,Heavy Main,Dessert
aloo_tikki,6.7482,0.2862,0.1374554328881505,0.4656,204.7,0.5,Indian,fry,worldcuisines_llm,1.909275802655894,-1.984455538865008,3.893731341520902,0.9138081263808402,-1.1405294877108834,2.054337614091724,155,262,107,A,False,384.12,5.97,5.012706842603749,Light Main,Mixed/Other
amala,5.58,-0.2127,0.1244121390736006,0.541,335.1,0.4,Nigerian,boil,worldcuisines_llm,1.7191887763932197,-2.0841555224602746,3.803344298853494,-0.6470743781896374,-1.3483673640665583,0.7012929858769209,236,160,-76,A,False,718.0,18.2,2.99226446719483,Heavy Main,Starch/Carb
amanatt,5.7688,-0.132,0.1539606176842244,0.7595,773.6,0.4,Japanese,boil,worldcuisines_llm,1.7524640866204126,-1.8710584385960447,3.623522525216458,-0.3738371636939558,-0.9041381498700654,0.5303009861761095,536,456,-80,B,False,921.5,21.5,2.76591979793282,Heavy Main,Dessert
amaretti_di_saronno,6.1895,0.0476,0.3289465978985533,1.3735,2072.5,0.8,Italian,bake,worldcuisines_llm,1.822854307989728,-1.1118598578092718,2.934714165799,0.2041658025704572,0.6785122686447109,-0.4743464660742537,1947,1990,43,D,False,1117.45,27.505000000000003,2.7872048405405603,Heavy Main,Dessert
amezaiku,5.4803,-0.2553,0.1235140795217743,0.606,302.1,0.4,Japanese,boil,worldcuisines_llm,1.7011598439870448,-2.0914001251871994,3.792559969174244,-0.7951173336830596,-1.3634697020159507,0.5683523683328912,250,153,-97,A,False,522.6500000000001,1.745,0.5850140165647676,Full Main,Dessert
amish_preaching_soup,5.58,-0.2127,0.1975718743119218,1.11,1413.1,0.4,American,boil,worldcuisines_llm,1.7191887763932197,-1.6216528402772958,3.340841616670516,-0.6470743781896374,-0.3842190080955401,-0.2628553700940973,997,871,-126,B,False,818.7199999999999,61.608,6.737549494780295,Heavy Main,Pork Main
ampaw,5.6761,-0.1716,0.3158486223461867,2.0156,932.9,1.0,Filipino,deep_fry,worldcuisines_llm,1.7362643771834745,-1.1524922233813495,2.8887566005648235,-0.5068596194416762,0.5938086983202622,-1.1006683177619383,2040,1929,-111,D,False,1120.95,5.535,0.656273052767098,Heavy Main,Dessert
anadama_bread,5.4803,-0.2553,0.254992903813413,1.326,837.9,0.8,American,bake,worldcuisines_llm,1.7011598439870448,-1.366519562393616,3.0676794063806607,-0.7951173336830596,0.1476402435395196,-0.9427575772225792,1650,1411,-239,D,False,1393.1,33.470000000000006,2.3176269809677326,Heavy Main,Starch/Carb
andong_jjimdak,6.5523,0.2025,0.3823358564073678,2.297,1235.0,1.2,Korean,braise,worldcuisines_llm,1.879816133048338,-0.9614558513952192,2.841271984443557,0.6719027013503155,0.9920494244318264,-0.3201467230815108,2108,2195,87,E,False,709.5999999999999,55.37500000000001,5.507844591835573,Heavy Main,Poultry Main
andouille,5.4803,-0.2553,0.4654137384436422,2.576,1446.5,1.5,French,smoke,worldcuisines_llm,1.7011598439870448,-0.7648285089027956,2.4659883528898403,-0.7951173336830596,1.4019452721882686,-2.197062605871328,2413,2365,-48,E,False,726.47,60.80799999999999,5.376413382938084,Heavy Main,Pork Main
andrajos,6.1895,0.0476,0.3858579909021131,2.686,1187.6,1.2,Spanish,braise,worldcuisines_llm,1.822854307989728,-0.9522858764261498,2.7751401844158776,0.2041658025704572,1.0111654569032351,-0.8069996543327781,2207,2208,1,E,False,701.0999999999999,52.78,6.848940533151061,Heavy Main,Poultry Main
ang_ku_kueh,5.8584,-0.0938,0.1136327426182695,0.671,488.7,0.3,Chinese,steam,worldcuisines_llm,1.767876528764723,-2.1747835869510874,3.9426601157158094,-0.2472792824500509,-1.5372936184424912,1.2900143359924403,116,97,-19,A,False,1013.5,35.59,3.6888911669375406,Heavy Main,Plant Protein
angel_wings,6.3406,0.1122,0.392959972725678,2.7895,2021.3,1.0,Bulgarian,deep_fry,worldcuisines_llm,1.8469734011952896,-0.9340475228707912,2.7810209240660813,0.4022175652333292,1.0491857306733674,-0.6469681654400381,2197,2233,36,E,False,3800.4,29.57,0.7627722941900398,Heavy Main,Dessert
animal_cracker,5.4803,-0.2553,0.2299633027549514,1.0541,490.3,0.8,English,bake,worldcuisines_llm,1.7011598439870448,-1.4698355360282551,3.1709953800153,-0.7951173336830596,-0.0677356449963515,-0.727381688686708,1356,1139,-217,C,False,690.6,10.935,1.5800253580444719,Full Main,Dessert
anmitsu,6.4836,0.1732,0.1398493975892406,0.396,264.2,0.5,Japanese,no_cook,worldcuisines_llm,1.8692759116558832,-1.9671891668926724,3.836465078548556,0.585352622214206,-1.104535438828535,1.6898880610427414,204,286,82,A,False,267.5,8.75,4.821874283556527,Light Main,Dessert
anpan,6.3406,0.1122,0.2574752737637168,1.1646,924.1,0.8,Japanese,bake,worldcuisines_llm,1.8469734011952896,-1.356831587707542,3.2038049889028315,0.4022175652333292,0.1678361153173437,0.2343814499159855,1267,1434,167,C,False,1107.7,35.21,3.626592665456979,Heavy Main,Plant Protein
ant_egg_soup,5.58,-0.2127,0.1422091902279103,0.9829,514.0,0.4,Lao,boil,worldcuisines_llm,1.7191887763932197,-1.950456134813095,3.6696449112063134,-0.6470743781896374,-1.069653207889273,0.4225788296996359,441,316,-125,A,False,232.3,27.16,9.328558942850806,Light Main,Poultry Main
anticucho,5.9902,-0.0375,0.5254952270361835,12.3135,3126.545,0.6,South American,grill,expanded,1.7901248005515944,-0.6434141714158303,2.4335389719674247,-0.0645896014558899,1.6550496073390326,-1.7196392087949226,2431,2430,-1,E,False,534.6,53.454,9.33069943732121,Full Main,Red Meat Main
anzac_biscuit,5.58,-0.2127,0.25836148983771,1.628,811.8,0.8,Australian,bake,worldcuisines_llm,1.7191887763932197,-1.3533955513160283,3.072584327709248,-0.6470743781896374,0.1749989901839234,-0.8220733683735608,1632,1440,-192,D,False,1330.1,20.645,1.924356499576408,Heavy Main,Dessert
apam_balik,5.7688,-0.132,0.1711509439657172,0.96,637.4,0.5,Chinese,fry,worldcuisines_llm,1.7524640866204126,-1.7652093985918964,3.517673485212309,-0.3738371636939558,-0.6834817475776023,0.3096445838836464,747,635,-112,B,False,822.2,17.62,2.3160445192797416,Heavy Main,Starch/Carb
aparon,5.58,-0.2127,0.2075224933446007,0.6135,232.7,0.8,Filipino,bake,worldcuisines_llm,1.7191887763932197,-1.572515543525693,3.291704319918913,-0.6470743781896374,-0.2817857775328364,-0.365288600656801,1071,956,-115,C,False,415.15,5.895,1.6858924928297445,Full Main,Dessert
apio,5.58,-0.2127,0.149913533126868,0.5205,399.8,0.5,Balkan Jewish,no_cook,worldcuisines_llm,1.7191887763932197,-1.8976965969155304,3.61688537330875,-0.6470743781896374,-0.959668933883262,0.3125945556936247,549,407,-142,B,False,284.02,3.2880000000000003,5.187877243366294,Light Main,Salad/Cold
appam,6.4131,0.1431,0.1739531122010083,0.9996,673.8,0.5,Indian,fry,worldcuisines_llm,1.858342773371208,-1.7489694861903493,3.607312259561557,0.4955761413879039,-0.6496274901943545,1.1452036315822585,570,661,91,B,False,513.7,6.0,2.0620066456157558,Full Main,Starch/Carb
apple_bread,5.58,-0.2127,0.2500124455938323,1.3911,736.0,0.8,Taiwanese,bake,worldcuisines_llm,1.7191887763932197,-1.3862445799836625,3.1054333563768823,-0.6470743781896374,0.1065208208560014,-0.7535951990456389,1533,1358,-175,C,False,959.5,23.43,2.7573038506858203,Heavy Main,Starch/Carb
apple_crisp,6.5523,0.2025,0.2451945612163811,1.3675,661.2,0.8,American,bake,worldcuisines_llm,1.879816133048338,-1.4057032561759475,3.285519389224285,0.6719027013503155,0.065956622240734,0.6059460791095814,1080,1295,215,C,False,871.0,6.140000000000001,1.207455894023058,Heavy Main,Dessert
apple_dumpling,6.4131,0.1431,0.2424092163634853,1.2805,638.1,0.8,Austrian,bake,worldcuisines_llm,1.858342773371208,-1.4171280042082617,3.2754707775794696,0.4955761413879039,0.0421402154239175,0.4534359259639863,1099,1272,173,C,False,916.6,10.899999999999999,1.4956136912279177,Heavy Main,Dessert
apple_pie,6.5523,0.2025,0.2981057559332888,2.2391,1314.5,0.8,English,bake,worldcuisines_llm,1.879816133048338,-1.2103069697515845,3.0901231027999225,0.6719027013503155,0.4732861698872478,0.1986165314630676,1574,1798,224,D,False,1913.5,21.909999999999997,1.4933916416017277,Heavy Main,Dessert
apple_strudel,6.7482,0.2862,0.268542577847784,1.5685,999.9,0.8,Austrian,bake,worldcuisines_llm,1.909275802655894,-1.314745800890896,3.22402160354679,0.9138081263808402,0.2555695355377315,0.6582385908431087,1210,1534,324,C,False,1302.0,16.88,1.6784301208264343,Heavy Main,Dessert
arancini,5.8989,-0.0765,0.3042020771238463,1.976,747.29,1.0,Italian,deep_fry,expanded,1.774765892851484,-1.1900630710282305,2.9648289638797145,-0.1907078894304046,0.5154872693066969,-0.7061951587371015,1888,1844,-44,D,False,746.2,16.52,2.622543929164138,Heavy Main,Starch/Carb
arare,5.58,-0.2127,0.2195644724014073,0.9145,353.2,0.8,Japanese,bake,worldcuisines_llm,1.7191887763932197,-1.5161093656709308,3.2352981420641505,-0.6470743781896374,-0.164199597516345,-0.4828747806732923,1190,1048,-142,C,False,205.29999999999998,4.390000000000001,3.1440808474417827,Light Main,Starch/Carb
arctic_roll,6.1105,0.0139,0.2370702593081647,1.3345,533.2,0.8,British,bake,worldcuisines_llm,1.810008602895918,-1.4393987290033816,3.2494073318993,0.0986844515597244,-0.0042860725192145,0.1029705240789389,1153,1212,59,C,False,553.4200000000001,12.222000000000001,2.424116746331339,Full Main,Dessert
areias,5.4803,-0.2553,0.2252715809982196,0.9148,449.4,0.8,Portuguese,bake,worldcuisines_llm,1.7011598439870448,-1.490448577989993,3.1916084219770378,-0.7951173336830596,-0.1107062725939407,-0.6844110610891189,1299,1103,-196,C,False,458.6,13.395000000000001,2.9722277286603496,Full Main,Starch/Carb
aremarem,6.0291,-0.0209,0.1461629380476355,1.4099,834.6,0.3,Indonesian,steam,worldcuisines_llm,1.7965977458683042,-1.923033265529612,3.719631011397916,-0.0114375936806085,-1.0124865895014945,1.001048995820886,356,360,4,A,False,540.6999999999999,20.82,3.398173123344199,Full Main,Starch/Carb
arepa,7.0172,0.4011,0.1569928142982976,1.1205,354.4699999999999,0.5,South American,pan_fry,expanded,1.9483642780728927,-1.8515552434819047,3.7999195215547976,1.234779623532968,-0.8634811456409717,2.0982607691739394,238,483,245,A,False,295.8,11.43,4.932989217979075,Light Main,Starch/Carb
arroz_a_la_tumbada,6.9885,0.3888,0.1709863121742997,2.217,660.6,0.4,Mexican,boil,worldcuisines_llm,1.944265940942824,-1.7661717714476397,3.710437712390464,1.2011264971206688,-0.6854879417953662,1.8866144389160349,366,632,266,A,False,334.7,36.72999999999999,13.677459213760377,Light Main,Seafood Main
arroz_caldoso,6.4131,0.1431,0.3777344896437318,2.5875,1077.6,1.2,Spanish,braise,worldcuisines_llm,1.858342773371208,-0.9735637385167883,2.831906511887996,0.4955761413879039,0.9668089233228506,-0.4712327819349467,2123,2177,54,E,False,507.41999999999996,38.352999999999994,6.268561559444852,Full Main,Starch/Carb
arroz_chaufa,6.5523,0.2025,0.2122593885047282,1.9375,1062.5,0.5,Chinese Peruvian,fry,worldcuisines_llm,1.879816133048338,-1.5499462215311168,3.429762354579455,0.6719027013503155,-0.2347370240126519,0.9066397253629674,881,982,101,B,False,547.3000000000001,35.695,4.760600972002397,Full Main,Poultry Main
arroz_con_gandules,6.9305,0.364,0.4060186329650466,2.567,1560.4,1.2,Puerto Rican,braise,worldcuisines_llm,1.9359319606712708,-0.9013562264309242,2.837288187102195,1.1326927683435817,1.1173350861934055,0.0153576821501761,2115,2264,149,E,False,914.6,51.32,4.947006063887759,Heavy Main,Poultry Main
arroz_con_huevo_frito,5.4803,-0.2553,0.1726477016893774,1.2151,592.6,0.5,Central American,fry,worldcuisines_llm,1.7011598439870448,-1.756502167198961,3.457662011186005,-0.7951173336830596,-0.6653303656376444,-0.1297869680454152,844,650,-194,B,False,374.34999999999997,11.000000000000002,3.6971739952907314,Light Main,Starch/Carb
arroz_con_maiz,5.58,-0.2127,0.1477359707296443,1.077,581.4,0.4,Latin American,boil,worldcuisines_llm,1.7191887763932197,-1.9123285799646728,3.631517356357892,-0.6470743781896374,-0.9901712486695043,0.343096870479867,522,381,-141,B,False,448.5,8.44,2.763532763532764,Full Main,Starch/Carb
arroz_con_pollo,7.6454,0.6693,0.2172754469168189,2.3725,1398.8249999999998,0.4,Caribbean,simmer,expanded,2.0341041597912297,-1.5265893897429108,3.5606935495341405,1.938824943980876,-0.1860466015852613,2.1248715455661364,664,1028,364,B,False,674.5500000000001,42.559999999999995,5.072461861432285,Full Main,Poultry Main
arroz_de_lisa,6.3406,0.1122,0.1789591569790211,1.9734,862.0,0.4,Colombian,boil,worldcuisines_llm,1.8469734011952896,-1.720597672478428,3.567571073673718,0.4022175652333292,-0.5904826709315709,0.9927002361649002,650,728,78,B,False,667.16,31.899,5.060251085192629,Full Main,Seafood Main
arroz_negro,5.6761,-0.1716,0.1706608538490146,1.0539,974.5,0.4,Mexican,boil,worldcuisines_llm,1.7362643771834745,-1.768077002669206,3.50434137985268,-0.5068596194416762,-0.6894596496811405,0.1826000302394642,773,625,-148,B,False,717.6,27.340000000000003,4.966496466496467,Heavy Main,Plant Protein
arroz_poblano,6.0291,-0.0209,0.1680517696672395,1.0795,552.3,0.5,Mexican,saute,worldcuisines_llm,1.7965977458683042,-1.783483194267007,3.5800809401353115,-0.0114375936806085,-0.7215759051603206,0.710138311479712,629,601,-28,B,False,495.5,11.020000000000001,5.841464959527523,Full Main,Starch/Carb
arrs_negre,6.9305,0.364,0.3881784002814558,3.1665,1094.8,1.2,Spanish,braise,worldcuisines_llm,1.9359319606712708,-0.9462902504921477,2.8822222111634184,1.1326927683435817,1.0236641366081856,0.1090286317353961,2053,2215,162,E,False,590.0999999999999,50.480000000000004,7.526949598632365,Full Main,Seafood Main
arsik,6.0291,-0.0209,0.326368745521686,1.7595,438.4,1.2,Indonesian,braise,worldcuisines_llm,1.7965977458683042,-1.1197274156188948,2.9163251614871992,-0.0114375936806085,0.6621112979695746,-0.6735488916501832,1995,1976,-19,D,False,367.75,45.19,12.70489296186101,Light Main,Seafood Main
asado,5.5579,-0.2221,0.6170301448842505,15.2865,3854.4,0.6,South American,grill,expanded,1.7152203390749692,-0.482837399083431,2.1980577381584,-0.679660843990739,1.989793246707084,-2.6694540906978226,2525,2495,-30,E,False,625.0,65.0,7.790044444444445,Full Main,Red Meat Main
asam_pedas,6.6192,0.2311,0.3359119667572028,2.0745,512.9,1.2,Southeast Asian,braise,worldcuisines_llm,1.88997451672501,-1.0909061570466994,2.980880673771709,0.755317354456207,0.7221930448218105,0.0331243096343965,1860,2020,160,D,False,538.95,45.32,8.023145587854744,Full Main,Seafood Main
