dish_id,H_yelp,H_google_bert,H_google_std,n_google_bert,H_google_ci95,H_google_star,H_tripadvisor_bert,H_tripadvisor_std,n_tripadvisor_bert,H_tripadvisor_ci95,H_tripadvisor_star,H_foodcom,H_crocufid,H_foodpics
cheesecake,7.268,7.54231046628952,1.1432239574758918,1000.0,0.07085775499338784,8.936,7.662069189310074,1.0216597748561906,1000.0,0.0633231288934796,9.014,9.06896551724138,,
chicken_salad,6.953,7.2674016340971,1.582879223124511,1000.0,0.09810787067821389,8.526,7.2595483511686325,1.6047126247910817,1000.0,0.0994611189335932,8.148,9.16304347826087,,
chicken_sandwich,6.743,6.934916285157204,1.8246759174878981,1000.0,0.11309458506201675,8.158,7.245242809295655,1.5816265888407648,1000.0,0.0980302316009416,8.09,,,
chile_relleno,6.786,7.2727308158738,1.591456690993666,489.0,0.1410575921800129,8.674846625766872,6.86610420126664,1.8935495572504808,57.0,0.49158126102375205,7.859649122807017,9.076923076923077,,
chow_fun,7.171,7.354470697542031,1.4521449505814488,96.0,0.29048948985449763,8.604166666666666,7.480443028303293,1.3362913189853827,143.0,0.21902273595449911,8.643356643356643,,,
chow_mein,6.051,6.545201943912048,2.1068060714307486,291.0,0.24206619192005696,7.319587628865979,7.10313315625571,1.5705666046091282,163.0,0.24111189027059202,7.950920245398773,,,
churro,7.396,7.539541986107826,1.1574769137819667,1000.0,0.07174116237762175,9.02,7.458758647680282,1.3232944120580963,1000.0,0.08201863739870857,8.54,9.294117647058824,,
churros_spanish,7.323,,,,,,,,,,,,,
clam_chowder,6.858,7.581640046477318,1.076668796206685,1000.0,0.06673262336023772,8.972,7.085355562625749,1.6874230272736992,647.0,0.130025311354566,8.024729520865533,8.581395348837209,,
club_sandwich,6.95,7.395355992826796,1.4080353720558993,655.0,0.10783232927522544,8.668702290076336,6.949591663837433,1.8468959196712316,1000.0,0.1144717950656764,7.56,8.235294117647058,,
coleslaw,6.704,7.125613839030266,1.6143894695263137,1000.0,0.10006089598416519,8.31,6.9789932366609575,1.7594297240848091,1000.0,0.1090505840977483,7.916,8.872340425531915,,
com_tam,6.941,6.808785572052002,1.978154141099318,50.0,0.5483163533022026,7.8,6.69333979818556,2.129961838493372,18.0,0.9839921669825898,7.555555555555555,,,
congee,6.984,7.484456490426168,1.1545181795384127,137.0,0.193328803741724,8.788321167883211,6.998060260681396,1.6664846625851422,94.0,0.3368941467607275,7.9787234042553195,,,
coq_au_vin,7.166,7.437010765075684,1.1783747187500158,27.0,0.4444855079033598,8.444444444444445,7.271911607503891,1.645110400734306,1000.0,0.10196499902755382,8.44,9.333333333333334,,
cornbread,6.978,7.363968751430511,1.432114312711653,1000.0,0.08876336471875088,8.798,7.368892449259758,1.4113369801000708,1000.0,0.08747557230154318,8.314,8.693333333333333,,
creme_brulee,7.324,7.69592247068882,0.9045743937570516,1000.0,0.05606610178783028,9.286,7.551007461309433,1.2622222280247801,1000.0,0.07823334421547412,8.73,8.385964912280702,,5.033218379607843
crepe,7.239,7.500450525522232,1.292491678178362,1000.0,0.08010946417319666,8.946,7.443533273696899,1.3929274017242683,1000.0,0.08633453481229718,8.534,9.189873417721518,,
croissant,7.299,7.500276360154152,1.2300498169939333,1000.0,0.07623927752061273,8.906,7.443389738321304,1.367191637444067,1000.0,0.08473941561626462,8.18,8.0,,5.919520357164595
dal,6.929,7.345453175745512,1.502162734523875,95.0,0.3020725435983847,8.547368421052632,7.4737853499650955,1.2950878850541003,1000.0,0.08027037874248139,8.712,8.690140845070422,,
dan_dan_noodles,7.243,7.368057039380074,1.403691145118015,160.0,0.2175041963491606,9.0875,7.442992426730968,1.497403818381114,81.0,0.32610127600299815,8.864197530864198,,,
dim_sum,6.977,7.501732913732528,1.1115951161098936,1000.0,0.06889737909540121,8.822,7.431465021491051,1.3371171758198597,1000.0,0.08287538117280252,8.31,,,
dolma,7.407,7.640387914312168,0.9850325567931274,127.0,0.17131871004640717,9.244094488188976,7.578321585059166,1.1339161826937811,280.0,0.13281832808999952,8.5,5.6,,
donburi,6.081,7.1954010582681915,1.5735292163676544,67.0,0.3767848924824155,8.447761194029852,6.993845057487488,1.7661113938337083,150.0,0.28263668726213376,7.8933333333333335,,,
dosa,6.872,7.277160183643191,1.5046905719974706,583.0,0.12214311562531995,8.319039451114923,7.525185384631157,1.1955434545555093,1000.0,0.07410055101878776,8.582,,,
dumplings,7.08,7.328021775364876,1.3895619269878616,1000.0,0.0861259405270311,8.796,7.377150139808655,1.363919366318711,1000.0,0.08453659815066118,8.546,9.02061855670103,4.7885,4.610119047619048
edamame,7.174,7.4674487486281915,1.2639615393760002,746.0,0.09070276299577366,8.975871313672922,7.39028886950016,1.3685307718400175,1000.0,0.08482241602603646,8.446,9.846153846153848,,
elote,7.372,7.642096830999023,0.9781772825690888,662.0,0.07451516184683088,9.226586102719033,7.526986827452977,1.1838361253572978,48.0,0.3349091717692053,8.833333333333334,9.011764705882351,,
enchilada,6.83,7.265661514997483,1.5520115319924102,1000.0,0.09619467136048869,8.574,7.200508516311645,1.6252730343541388,1000.0,0.1007354663209585,8.084,8.582278481012658,,
escargot,7.185,7.576694415659077,1.0660875449158265,409.0,0.10332068739372272,9.188264058679707,7.568816767334938,1.1969810226631394,1000.0,0.07418965241321768,8.624,,,
fajita,6.671,7.2680922107696535,1.512358872405879,1000.0,0.09373697405678441,8.49,7.231671520590782,1.6247107718644094,1000.0,0.10070061693079423,8.072,,,
falafel,7.341,7.472806798815728,1.280297442937415,1000.0,0.07935365764256508,8.986,7.368234822392464,1.4537785803889895,1000.0,0.09010612994086989,8.518,8.916666666666666,,6.935438596491228
fish_and_chips,6.801,7.476522881150245,1.293073143342888,1000.0,0.0801455037574756,8.894,7.472813795685768,1.304981402756786,1000.0,0.08088358532271038,8.53,9.130434782608695,,
french_fries,6.585,6.992988448739052,1.7926038727543676,1000.0,0.11110673913471215,8.144,7.176105768084526,1.6792487379738805,1000.0,0.10408091509123064,8.058,8.610169491525424,6.658,5.518365181331292
french_onion_soup,7.065,7.372365354537964,1.4220937330670982,1000.0,0.08814228275777337,8.742,7.178855884313584,1.741283405917018,1000.0,0.10792586364524456,8.044,8.94535519125683,2.147,
fresh_spring_roll,7.119,7.524360791184848,1.1978133354339,133.0,0.20357263341759999,9.037593984962406,7.510871597190402,1.2327939626994269,201.0,0.17043098010200985,8.35820895522388,,,
fried_chicken,7.048,7.339701579213142,1.405003222670523,1000.0,0.08708300194890525,8.884,7.3759324721097945,1.4064619405027654,1000.0,0.08717341421684768,8.436,8.944444444444445,,4.972106307435254
fried_rice,6.66,7.255674839377403,1.5519175597497001,1000.0,0.09618884690054225,8.504,7.096990467071533,1.70780570867365,1000.0,0.10585089447275553,8.062,8.846918489065606,,5.353852813852814
gazpacho,7.436,7.5410622223563815,1.056547600246968,115.0,0.19310620060355227,9.147826086956522,7.44749580681324,1.369140354026573,1000.0,0.08486019832139585,8.534,9.081967213114757,,
gelato,7.564,7.725709457278252,0.8397379514830996,1000.0,0.05204749746166306,9.246,7.701440321922302,0.918395836135916,1000.0,0.05692276366176363,8.966,,,
general_tso,6.649,6.865586683471152,1.8514408310574855,376.0,0.18714231011568533,8.095744680851064,7.215023220840253,1.5523272329555677,190.0,0.22073060182201815,8.368421052631579,7.743732590529248,,
gnocchi,7.211,7.536195117473603,1.240910340495769,1000.0,0.07691241974122547,9.052,7.5172229033708575,1.2639306833261439,1000.0,0.07833923537211894,8.732,9.118279569892474,,
green_curry,7.287,7.419706633786836,1.3208313393987303,418.0,0.12662378621959425,8.789473684210526,7.378396741390228,1.43956344453094,1000.0,0.08922506669229058,8.398,8.857142857142858,,
grilled_cheese,7.194,7.393974030137062,1.4178475906772812,1000.0,0.0878791041258376,8.826,7.4817740635871886,1.3061094388305883,1000.0,0.08095350172292094,8.462,9.636363636363637,,
guacamole,6.93,7.249870104312897,1.5360217113094514,1000.0,0.09520361200686664,8.45,7.40303583419323,1.3992100631146913,1000.0,0.08672393819961938,8.3,9.11304347826087,,
gyro,7.158,7.330262358188629,1.4891435581348245,1000.0,0.09229807397079878,8.794,7.2257497019122265,1.6093128094850548,687.0,0.12034226214784419,8.232896652110625,9.25,,
hamburger,6.712,7.281747387051582,1.444556274711902,1000.0,0.08953452551299908,8.558,7.196485774993897,1.6331691506827064,1000.0,0.10122487268140973,8.104,8.869158878504672,4.7535,4.5400303850033605
hot_and_sour_soup,6.726,7.17143784039794,1.6194927249041071,299.0,0.183569057704457,8.561872909698996,7.204934151467906,1.622172113283334,541.0,0.13669554787659888,8.22920517560074,9.128712871287128,,
hummus,7.347,7.626715190052986,1.0901435715369634,1000.0,0.06756779858789118,9.078,7.527569992542267,1.3068070814405253,1000.0,0.08099674205986857,8.616,8.856382978723405,,
ice_cream,7.338,7.515438161253929,1.157534376939853,1000.0,0.07174472398104689,8.802,7.510700701832771,1.236151894348817,1000.0,0.0766174881934521,8.656,7.538461538461538,,5.843354567708333
japchae,7.318,7.376781578923835,1.236704511575765,61.0,0.3103538226397501,8.754098360655737,7.702476163453694,0.6294024964577923,79.0,0.13879409418115016,8.835443037974683,,,
katsu,6.973,7.361431145071983,1.3352727253399932,1000.0,0.08276106094766625,8.89,7.162943885803223,1.6272040102503613,1000.0,0.10085514944696188,8.19,9.652173913043478,,
kebab,7.286,7.380846142888069,1.4147718401808491,1000.0,0.08768846713500847,8.78,7.307560633659363,1.5200138228796902,1000.0,0.09421143280269577,8.342,,,
kimbap,7.307,7.350883001630956,1.3171990414767283,44.0,0.389207444990746,8.636363636363637,7.812244743108749,0.5098994092306931,32.0,0.1766711316951184,9.0,,,
kimchi,7.178,7.373175438642502,1.3672880964296816,1000.0,0.08474539420613313,8.856,7.4333324468135835,1.3044650019916957,1000.0,0.08085157847168886,8.608,8.5,,
kimchi_jjigae,6.817,6.987979691961537,1.6922048044180276,46.0,0.48902389369309385,8.043478260869565,6.968947768211365,1.8722245516938754,36.0,0.6115933535533326,7.833333333333333,,,
korean_fried_chicken,6.228,7.40518487635113,1.2692315306044386,231.0,0.16367823522408415,8.545454545454545,7.319928525818719,1.4946835987287221,225.0,0.1953053235672197,8.364444444444445,,,
korma,7.243,7.28248072987379,1.5999914746840864,172.0,0.23911648418500542,8.744186046511627,7.20866285264492,1.6038064772727183,1000.0,0.09940495532853211,8.364,7.631578947368421,,
kung_pao_chicken,6.489,7.031503269320629,1.7287938532078209,305.0,0.19402127822089504,8.157377049180328,7.216268821410191,1.6210349494545813,405.0,0.15787775351403163,8.28641975308642,8.738636363636363,,
larb,7.071,7.380084075123431,1.3706459402219426,83.0,0.29487795717921633,9.132530120481928,7.19331292233436,1.5400558408929998,153.0,0.24403202522840153,8.483660130718954,10.0,,
lasagna,6.885,7.296990103125572,1.543897606238624,1000.0,0.09569176503199843,8.662,7.229679647684097,1.6465820524569674,1000.0,0.10205621294632979,8.224,8.988326848249027,,5.759465379818035
lo_mein,6.505,6.838128643351948,1.8674775198007663,347.0,0.19649283403195253,7.994236311239193,7.481357465641133,1.156529828404087,241.0,0.14601732510895488,8.688796680497925,,,
lobster_roll,7.177,7.511891796350479,1.1631752830030415,1000.0,0.07209435096109079,9.044,7.4938262312412265,1.2088295380556664,1000.0,0.07492403100564388,8.614,6.857142857142857,,
mac_and_cheese,6.986,7.290748346686363,1.541772411838168,1000.0,0.09556004411838731,8.674,7.455560023069382,1.355001797897338,1000.0,0.08398388153358334,8.526,8.90783410138249,,
mango_sticky_rice,7.382,7.589453283664399,1.1653199690692808,113.0,0.2148631993965297,9.29203539823009,7.577319405295632,1.1914323252314238,88.0,0.2489339407239988,9.045454545454545,,,
mapo_tofu,6.879,7.025988714318526,1.6235293252499945,95.0,0.3264783645696547,8.631578947368421,7.445160804725274,1.366501142838158,82.0,0.2957734209098137,8.707317073170731,,,
massaman_curry,7.313,7.342635745412848,1.4999249191182136,89.0,0.3116237779490674,8.786516853932584,7.405256748199463,1.3957324941030915,449.0,0.129102630225457,8.743875278396436,,,
minestrone,6.638,7.338388621807098,1.46214296415686,250.0,0.18124911963580403,8.648,7.203174286484718,1.633277359668454,1000.0,0.1012315795438316,8.224,9.070175438596491,,
miso_soup,6.965,7.351489094018937,1.3702623993862173,1000.0,0.08492974341329602,8.828,7.303454173564911,1.4801838998574457,1000.0,0.09174274859741816,8.516,8.615384615384615,4.864,
moussaka,7.124,7.545830227710582,1.0440582578818032,108.0,0.19691052330431882,8.944444444444445,7.397931397557259,1.4378280426656431,1000.0,0.08911750537030974,8.496,9.247524752475249,,
naan,7.203,7.3773368723392485,1.4422783777728874,1000.0,0.0893933399979918,8.752,7.41623517203331,1.3560478027582348,1000.0,0.08404871358654255,8.516,9.004444444444445,,5.079598214285715
nachos,6.823,7.293962061285972,1.501409888467584,1000.0,0.093058349001516,8.518,7.312773588418961,1.540169502967247,1000.0,0.09546069479727685,8.312,8.666666666666666,,
okonomiyaki,7.216,7.462303130626679,1.124785261323945,100.0,0.22045791121949324,8.98,7.390041286945343,1.410786129185543,300.0,0.1596454792850356,8.466666666666667,8.8,,
onigiri,7.085,7.2052988614887,1.4875049234244537,128.0,0.25769708050844276,8.90625,7.278502050169271,1.4397297876348574,211.0,0.194265568740176,8.644549763033176,,4.060666666666666,
orange_chicken,6.438,6.722448153911124,1.979902333804179,597.0,0.1588227360458083,7.785594639865996,7.270233675014754,1.5333831796454371,163.0,0.2354035262614378,8.245398773006135,8.206896551724139,,
osso_buco,7.166,7.625819146633148,0.8710342471126844,80.0,0.19087379515288258,9.15,7.482678360332644,1.3237693060814262,519.0,0.1138897656794055,8.747591522157997,,,
pad_see_ew,6.887,7.512236971121568,1.1903478588024692,195.0,0.16707545816601002,9.005128205128205,7.409829222020649,1.3167147756237607,84.0,0.28158410597159167,8.523809523809524,,,
pad_thai,6.777,7.202034388542176,1.6315118971856235,1000.0,0.10112215504547294,8.628,7.273396924495697,1.57372826370796,1000.0,0.09754068833738537,8.37,7.2,,
paella,7.111,7.434411557793617,1.3450887536831206,1000.0,0.08336946468763086,8.904,7.041448379516601,1.8158464673797017,1000.0,0.1125473300745738,7.98,8.478260869565217,,
palak_paneer,7.231,7.245721107905673,1.5047698716433,97.0,0.2994610144420001,8.43298969072165,7.289829411586569,1.5664138463321005,895.0,0.1026245030559081,8.46927374301676,8.545454545454545,,
pancake,7.162,7.401496362924576,1.368793446587039,1000.0,0.08483869677553064,8.754,7.488017008543014,1.3011629861081977,1000.0,0.08064691740687549,8.56,8.820261437908497,,5.761441186854396
paneer_tikka,7.1,6.893991595156052,1.9542266223184372,85.0,0.4154526503437258,7.952941176470588,7.5143726695775985,1.2050070757897762,1000.0,0.07468711233985076,8.484,8.333333333333334,,
panna_cotta,7.57,7.66260580394579,1.0139364514518348,184.0,0.14650683834243713,9.195652173913043,7.604355265021324,1.1076941440437247,1000.0,0.06865559434177258,8.954,8.8,,
papaya_salad,7.193,7.290246947606405,1.5625626374560548,315.0,0.17255924427990416,8.844444444444445,7.307378529906273,1.4993094025271094,1000.0,0.09292815953412081,8.432,,,
pasta_bolognese,7.058,7.564999995303999,1.1354580734930624,593.0,0.09139024199514582,9.082630691399663,7.173251575231552,1.68729518534022,1000.0,0.10457963906593644,8.194,8.434782608695652,,6.42723433492647
pasta_carbonara,7.116,7.293629840210897,1.5167229692625486,766.0,0.1074107997714709,8.780678851174935,7.153638722777367,1.7403582793748675,1000.0,0.10786852370810197,8.126,8.6875,,
patatas_bravas,7.31,7.584637326002121,1.081676594410265,120.0,0.19353649909006376,9.183333333333334,7.35567828309536,1.5230045423061096,1000.0,0.09439679951320373,8.42,8.75,,
peking_duck,7.07,7.338819890277191,1.3047909215970361,318.0,0.14341132148576788,8.930817610062894,7.363299578905106,1.396502743109917,1000.0,0.0865561367672469,8.444,,,
penne_arrabbiata,7.216,,,,,,7.421035918067483,1.3180905080488416,85.0,0.2802152978103111,8.282352941176471,9.5,,
pho,6.974,7.344299175909588,1.3872540457588725,84.0,0.29666917806510906,8.785714285714286,7.081647109503698,1.6397998848965887,198.0,0.2284095866246695,8.06060606060606,,,
pita,7.042,7.35858179807663,1.4551833898336546,1000.0,0.09019320093233357,8.68,7.2728012074232105,1.563347116930318,1000.0,0.09689725819396479,8.33,8.644628099173554,,5.2527083333333335
pizza,6.838,7.458846511125564,1.2897145054118586,1000.0,0.079937333221797,8.936,7.354116394758225,1.4874977786951415,1000.0,0.09219606750430759,8.362,8.606060606060606,5.579000000000001,6.8289196950710105
pizza_margherita,7.126,7.428674634609818,1.2859518322336212,993.0,0.07998455790233243,8.811681772406848,7.3484400300979615,1.4409077194060413,1000.0,0.08930838571226109,8.354,9.692307692307692,,
pozole,7.237,7.5316357637640685,1.2088100407414826,381.0,0.12138126024247356,9.007874015748031,7.105098058437479,1.6952087895488908,29.0,0.6169930441337443,8.96551724137931,9.473684210526317,,
pulled_pork,6.972,7.417959440231323,1.3144341289144483,1000.0,0.08146947135992924,8.924,7.320917801260948,1.4986729918320196,1000.0,0.09288871439057483,8.408,9.866666666666667,,
quesadilla,6.777,7.053377361893654,1.7279880097899436,1000.0,0.10710180645579212,8.134,7.432678725719452,1.3574726822911056,1000.0,0.08413702853496102,8.378,8.454545454545455,,
quiche,7.306,7.591891480175825,1.1451801474115109,558.0,0.09501950911744773,9.150537634408602,7.479167247653008,1.3187866099919403,1000.0,0.08173924093201136,8.426,9.146496815286625,,5.476501624603175
raita,6.859,6.864919994698196,1.8057465095537113,61.0,0.4531562121046301,7.901639344262295,7.276761294960975,1.4439316897071355,1000.0,0.08949581333333308,8.338,9.85,,
ramen,6.942,7.4259457964897155,1.2751764757476693,1000.0,0.07903625680777035,8.938,7.252728008985519,1.5252823438413659,1000.0,0.09453797911502479,8.276,,,
ratatouille,7.242,7.505853591506014,1.0148163986360084,97.0,0.20195642797927713,8.824742268041238,7.476121821045876,1.2973211044291084,1000.0,0.08040879511338232,8.576,9.261904761904765,,1.149333333333333
ravioli,7.222,7.457810877799988,1.2999287322772057,1000.0,0.08057041756186771,8.838,7.450076608896255,1.414554484088161,1000.0,0.08767499526481078,8.708,7.0,,5.2623257459101165
red_curry,7.176,7.47854445254119,1.2660376302200163,401.0,0.12391688834038128,9.057356608478804,7.368211085319519,1.4371460002295713,1000.0,0.08907523194215575,8.45,,,
ribs,7.004,7.384392375946045,1.398674287078233,1000.0,0.08669073045683684,8.858,7.35112581717968,1.46276183823312,1000.0,0.090662918030552,8.356,8.847222222222221,,
risotto,7.082,7.490259490728378,1.2770797208666422,1000.0,0.07915422116239278,9.04,7.38747997879982,1.4734197590351306,1000.0,0.09132350280573041,8.524,9.0625,3.941,
samgyeopsal,7.223,7.537445545196533,0.6798694201772635,8.0,0.47112547178213493,8.0,5.8029985427856445,2.4117377784446106,5.0,2.1139813696705385,7.2,,,
samosa,7.343,7.386916680204356,1.4476716136556125,652.0,0.11112258411557537,8.708588957055214,7.463526246905327,1.2794990589872084,1000.0,0.07930417329265757,8.556,9.133333333333333,,
sashimi,7.112,7.451107061743736,1.2188902486269715,1000.0,0.07554760030723101,8.924,7.451684384584427,1.345786818872293,1000.0,0.08341273121631085,8.632,,,
satay,7.066,7.211585178519741,1.7002879222616298,264.0,0.20510515593642906,8.492424242424242,7.253522299408913,1.5547358874371349,1000.0,0.09636352866036843,8.232,9.517241379310343,,
scallion_pancake,6.964,7.433668595528886,1.2621672988698684,253.0,0.1555294852891073,8.82213438735178,7.515200318285003,1.215177917204345,389.0,0.12075945363008571,8.575835475578407,8.909090909090908,,
shawarma,7.158,7.55023075815315,1.1201367113921918,902.0,0.07310108678858403,9.019955654101995,7.2877832890748975,1.529446541316912,1000.0,0.094796078748554,8.444,9.142857142857142,,
souffle,7.419,7.587888989337655,1.1073423971955465,430.0,0.10466555285557586,9.027906976744186,7.583234557390213,1.092897089025477,1000.0,0.06773846336997104,8.852,,,
soup,6.733,7.267444626927376,1.495399747375861,1000.0,0.09268583659730321,8.692,7.152288976073265,1.6779250672948387,1000.0,0.10399887313256266,8.166,,,
spanakopita,7.365,7.358502828507197,1.5652598838131164,105.0,0.29939729802014003,9.00952380952381,7.286542255923433,1.608056871268465,318.0,0.17674368905833113,8.358490566037736,9.24,,
spring_rolls,6.845,7.255531991481781,1.5444706392805156,1000.0,0.0957272819879019,8.524,7.361064742326737,1.470052686871599,1000.0,0.09111480951090536,8.338,8.689655172413794,,5.3026785714285705
steak,6.761,7.40645284473896,1.3674491790234464,1000.0,0.08475537820873214,8.792,7.284999545097351,1.5314024532190613,1000.0,0.0949173074242171,8.374,7.666666666666667,,6.144100428333333
sundubu_jjigae,7.119,7.593236430486043,0.5977992554059592,30.0,0.21391971620314884,9.133333333333333,7.008531351884206,1.9467484648385185,12.0,1.1014766352146292,8.166666666666666,,,
sushi,6.974,7.575979772210121,1.1123516440681647,1000.0,0.06894426918405118,9.054,7.387738820910454,1.415074442925457,1000.0,0.08770722264743239,8.378,3.2,,5.689172924440287
sweet_and_sour,6.416,6.722654976262157,1.9564572084031757,622.0,0.15375570270768968,7.97427652733119,7.121709917902947,1.6919868705413361,1000.0,0.10487043272741707,8.168,8.987804878048781,,
tabbouleh,7.356,7.6189599609375,1.1375221882773734,75.0,0.2574455067115565,9.093333333333334,7.452327737224616,1.3328379646118218,719.0,0.09742467840224542,8.534075104311544,8.538461538461538,,
taco,7.05,7.362209899783134,1.4237766235044367,1000.0,0.0882465893877297,8.742,7.518138285756111,1.2659371508659443,1000.0,0.07846359751866742,8.598,9.333333333333334,,
takoyaki,7.144,7.436166453496211,1.273127985229138,354.0,0.13262533839632093,8.887005649717514,7.601592480579269,1.001591404072916,107.0,0.18978189165662637,8.990654205607477,,,
tamale,7.247,7.3154361020326615,1.5007120640051226,1000.0,0.09301509739323213,8.708,7.2590428943300065,1.6110711876952433,257.0,0.19697188474234406,8.24124513618677,,,
tandoori_chicken,7.061,7.259140341478361,1.604056581146185,449.0,0.14837221640347567,8.489977728285078,7.42430764734745,1.3551328778233485,1000.0,0.08399200595156903,8.476,8.647058823529411,,
tapas,7.397,7.750448057889939,0.7293253123268799,1000.0,0.04520405118646572,9.192,7.534293666958809,1.2611126321173562,1000.0,0.07816457074861685,8.64,10.0,,
tempura,6.976,7.373060189127922,1.3697128786490054,1000.0,0.08489568376513477,8.772,7.402328696131706,1.4268346475475662,1000.0,0.08843612768160028,8.68,,,
teriyaki,6.712,7.2119676798582075,1.6041672683297505,1000.0,0.0994273173899251,8.602,7.294410406112671,1.5166283332162387,1000.0,0.09400159797939908,8.436,8.819672131147541,,
thai_iced_tea,7.216,7.582621128857136,1.1432520090294873,240.0,0.14464133572198629,9.025,7.395990204303823,1.3454455345023864,94.0,0.2719933375540768,8.617021276595745,7.454545454545454,,
tikka_masala,7.079,7.412321529259303,1.3662605313935239,517.0,0.11777261615341454,8.831721470019342,7.357554786324501,1.4755153494583657,1000.0,0.09145338884582349,8.59,9.04954954954955,,
tiramisu,7.448,7.6435636615753175,0.9933396217941334,1000.0,0.061567827621210026,9.172,7.660455881476402,1.0452536540644106,1000.0,0.06478549267736215,8.94,8.945273631840797,4.502000000000001,
tom_kha,7.207,7.3430567954084,1.5245339627420507,139.0,0.2534461947033132,8.748201438848922,7.210500199915999,1.6703514328411242,236.0,0.21311200931690782,8.38135593220339,,,
tom_yum,7.086,7.381986229480067,1.3902417192350633,316.0,0.15328612549204848,8.664556962025317,7.246222362317459,1.5265579015079591,641.0,0.11817900743552076,8.237129485179407,,,
tteokbokki,6.906,7.489253266652425,0.9482422019990295,45.0,0.2770569789797118,8.4,7.866638694490705,0.3050326171386805,14.0,0.1597858563173504,8.714285714285714,,,
