winner,loser
paella,ratatouille
croissant,char_siu
french_onion_soup,fajita
kebab,fish_and_chips
clam_chowder,spring_rolls
tamale,sundubu_jjigae
moussaka,waffle
peking_duck,banh_mi
nachos,lo_mein
ravioli,waffle
escargot,vindaloo
bulgogi,brisket
nachos,samgyeopsal
onigiri,miso_soup
steak,tom_kha
lobster_roll,gnocchi
baba_ganoush,thai_iced_tea
pulled_pork,lobster_roll
sundubu_jjigae,fajita
croissant,coleslaw
french_fries,chicken_sandwich
moussaka,chow_fun
panna_cotta,falafel
ribs,quesadilla
nachos,tapas
panna_cotta,yakitori
paneer_tikka,caesar_salad
moussaka,brisket
xiao_long_bao,club_sandwich
peking_duck,chow_fun
tabbouleh,vindaloo
raita,yakitori
brisket,wonton_soup
nachos,tom_kha
katsu,lasagna
satay,osso_buco
green_curry,yakitori
pad_thai,fajita
shawarma,samosa
patatas_bravas,wonton_soup
tom_yum,char_siu
osso_buco,buffalo_wings
palak_paneer,patatas_bravas
ceviche,bibimbap
pulled_pork,escargot
ca_phe_sua_da,ribs
escargot,sundubu_jjigae
tandoori_chicken,coleslaw
chana_masala,clam_chowder
massaman_curry,tikka_masala
gyro,gnocchi
grilled_cheese,lo_mein
paella,churros_spanish
mac_and_cheese,steak
miso_soup,chicken_salad
cheesecake,onigiri
katsu,osso_buco
paneer_tikka,pasta_carbonara
pasta_bolognese,takoyaki
escargot,tandoori_chicken
vindaloo,hamburger
creme_brulee,pizza_margherita
buffalo_wings,sashimi
moussaka,sweet_and_sour
grilled_cheese,taco
general_tso,sashimi
ravioli,penne_arrabbiata
creme_brulee,hot_and_sour_soup
bun_cha,minestrone
takoyaki,mac_and_cheese
risotto,bruschetta
lasagna,patatas_bravas
ceviche,tempura
tempura,korean_fried_chicken
banh_mi,pizza
bulgogi,kimchi_jjigae
taco,samosa
moussaka,green_curry
scallion_pancake,japchae
hummus,buffalo_wings
quiche,french_fries
baba_ganoush,grilled_cheese
tempura,miso_soup
mac_and_cheese,club_sandwich
falafel,fish_and_chips
gazpacho,dim_sum
takoyaki,onigiri
tom_kha,teriyaki
bun_bo_hue,japchae
peking_duck,minestrone
french_fries,caesar_salad
korean_fried_chicken,caesar_salad
panna_cotta,club_sandwich
soup,fajita
elote,cheesecake
congee,chicken_sandwich
dal,lobster_roll
bulgogi,teriyaki
biryani,penne_arrabbiata
ribs,sashimi
french_onion_soup,red_curry
ceviche,escargot
nachos,souffle
fresh_spring_roll,bun_bo_hue
coq_au_vin,club_sandwich
osso_buco,ravioli
ceviche,banh_mi
panna_cotta,sashimi
beef_bourguignon,mac_and_cheese
sweet_and_sour,brownie
paella,fried_rice
tempura,wonton_soup
churro,brownie
tempura,ravioli
penne_arrabbiata,clam_chowder
elote,caesar_salad
penne_arrabbiata,chicken_salad
french_onion_soup,tamale
guacamole,bruschetta
tteokbokki,fish_and_chips
kebab,kimbap
panna_cotta,sushi
cheesecake,okonomiyaki
sweet_and_sour,chicken_sandwich
ceviche,mango_sticky_rice
dan_dan_noodles,chana_masala
larb,panna_cotta
cheesecake,burrito
dan_dan_noodles,caesar_salad
hummus,tabbouleh
hamburger,korean_fried_chicken
beef_bourguignon,pasta_bolognese
shawarma,taco
baklava,coleslaw
ribs,fried_chicken
dan_dan_noodles,dim_sum
massaman_curry,buffalo_wings
ceviche,pad_see_ew
crepe,shawarma
peking_duck,dim_sum
steak,wonton_soup
fresh_spring_roll,bruschetta
chana_masala,ratatouille
red_curry,sundubu_jjigae
coq_au_vin,mac_and_cheese
massaman_curry,moussaka
gelato,edamame
chana_masala,lasagna
vindaloo,yakitori
xiao_long_bao,dolma
ravioli,papaya_salad
red_curry,steak
penne_arrabbiata,grilled_cheese
fresh_spring_roll,grilled_cheese
pad_see_ew,okonomiyaki
butter_chicken,tapas
gnocchi,croissant
mango_sticky_rice,onigiri
tiramisu,tom_yum
bulgogi,tamale
paneer_tikka,kung_pao_chicken
dumplings,nachos
pho,enchilada
onigiri,ravioli
kebab,papaya_salad
gnocchi,ramen
souffle,chow_mein
gnocchi,orange_chicken
kimbap,fish_and_chips
elote,okonomiyaki
katsu,steak
peking_duck,udon
onigiri,soup
ice_cream,club_sandwich
pulled_pork,bibimbap
kung_pao_chicken,tteokbokki
satay,char_siu
sundubu_jjigae,dosa
edamame,pho
shawarma,waffle
char_siu,pancake
elote,palak_paneer
paella,quesadilla
pizza,buffalo_wings
beef_bourguignon,yakitori
guacamole,hummus
mango_sticky_rice,chana_masala
creme_brulee,kung_pao_chicken
guacamole,pad_thai
tom_yum,pad_thai
ca_phe_sua_da,orange_chicken
paneer_tikka,spanakopita
banh_mi,udon
kimchi,donburi
crepe,pasta_carbonara
teriyaki,chow_mein
quiche,thai_iced_tea
french_onion_soup,chana_masala
quiche,raita
katsu,raita
chile_relleno,satay
xiao_long_bao,tandoori_chicken
tiramisu,steak
beef_bourguignon,donburi
tapas,kung_pao_chicken
dan_dan_noodles,korma
pozole,korean_fried_chicken
lobster_roll,kebab
caprese,red_curry
ribs,dumplings
ceviche,spring_rolls
dan_dan_noodles,tamale
ribs,club_sandwich
churro,nachos
katsu,churros_spanish
bulgogi,sashimi
tiramisu,yakitori
mac_and_cheese,chow_mein
fish_and_chips,donburi
spanakopita,okonomiyaki
general_tso,taco
brisket,dal
pad_see_ew,chow_fun
green_curry,kimchi_jjigae
tikka_masala,bulgogi
tamale,raita
guacamole,dolma
edamame,guacamole
guacamole,pizza
falafel,papaya_salad
larb,miso_soup
naan,fish_and_chips
tteokbokki,okonomiyaki
elote,kimbap
biryani,chana_masala
cheesecake,baba_ganoush
bun_bo_hue,pita
clam_chowder,miso_soup
dolma,fish_and_chips
dan_dan_noodles,brownie
sashimi,tom_kha
paneer_tikka,chicken_sandwich
tamale,naan
ravioli,tabbouleh
samosa,pasta_bolognese
japchae,buffalo_wings
brisket,larb
larb,sweet_and_sour
japchae,falafel
pulled_pork,gyro
pasta_carbonara,takoyaki
lobster_roll,soup
peking_duck,donburi
pulled_pork,satay
tamale,caesar_salad
guacamole,korean_fried_chicken
penne_arrabbiata,vindaloo
biryani,dosa
bulgogi,fried_rice
pad_see_ew,quiche
coq_au_vin,souffle
com_tam,raita
steak,samosa
ca_phe_sua_da,japchae
satay,onigiri
dumplings,bun_bo_hue
chile_relleno,udon
tiramisu,penne_arrabbiata
french_onion_soup,char_siu
tandoori_chicken,okonomiyaki
enchilada,fried_chicken
baba_ganoush,club_sandwich
beef_bourguignon,papaya_salad
general_tso,caesar_salad
fried_chicken,pizza_margherita
com_tam,naan
sundubu_jjigae,panna_cotta
char_siu,sweet_and_sour
chile_relleno,fajita
pho,dolma
dal,chana_masala
paneer_tikka,french_fries
shawarma,tom_kha
gnocchi,dosa
japchae,ramen
bun_bo_hue,yakitori
ca_phe_sua_da,massaman_curry
dumplings,caesar_salad
sundubu_jjigae,patatas_bravas
brisket,fresh_spring_roll
massaman_curry,penne_arrabbiata
quesadilla,chana_masala
xiao_long_bao,pozole
butter_chicken,dumplings
pancake,chicken_salad
lobster_roll,takoyaki
korma,korean_fried_chicken
gnocchi,thai_iced_tea
tom_yum,lo_mein
banh_mi,caesar_salad
chile_relleno,raita
udon,tteokbokki
gnocchi,dim_sum
grilled_cheese,hamburger
larb,green_curry
larb,donburi
spring_rolls,pancake
udon,sweet_and_sour
red_curry,tapas
japchae,pita
osso_buco,minestrone
mango_sticky_rice,ratatouille
clam_chowder,burrito
massaman_curry,fajita
dan_dan_noodles,crepe
udon,tom_kha
paella,kung_pao_chicken
ceviche,dal
bun_bo_hue,katsu
scallion_pancake,tamale
samosa,bun_bo_hue
mapo_tofu,sashimi
com_tam,peking_duck
mac_and_cheese,kimchi
ribs,patatas_bravas
mango_sticky_rice,pad_thai
banh_mi,raita
waffle,chana_masala
general_tso,coleslaw
satay,mac_and_cheese
mac_and_cheese,onigiri
hamburger,lo_mein
pozole,kimchi_jjigae
beef_bourguignon,chana_masala
kimchi,kimchi_jjigae
enchilada,pizza_margherita
pasta_bolognese,french_onion_soup
ceviche,paella
pasta_bolognese,naan
gelato,general_tso
lobster_roll,bibimbap
pita,naan
larb,mango_sticky_rice
taco,buffalo_wings
ceviche,butter_chicken
japchae,fried_chicken
dal,chicken_salad
brisket,sushi
elote,banh_mi
bruschetta,buffalo_wings
risotto,clam_chowder
bruschetta,yakitori
peking_duck,kung_pao_chicken
bulgogi,crepe
churros_spanish,pasta_bolognese
fried_rice,pozole
quesadilla,spanakopita
beef_bourguignon,dumplings
chana_masala,fried_chicken
vindaloo,ramen
coq_au_vin,waffle
biryani,congee
dumplings,ice_cream
satay,moussaka
edamame,chicken_salad
tikka_masala,kebab
dolma,chow_fun
brisket,naan
dan_dan_noodles,baklava
ramen,pita
nachos,kimchi_jjigae
spring_rolls,raita
pancake,spanakopita
papaya_salad,korean_fried_chicken
dumplings,kimbap
falafel,minestrone
paella,ice_cream
ravioli,red_curry
panna_cotta,bibimbap
lasagna,pita
com_tam,moussaka
ca_phe_sua_da,paella
guacamole,quiche
quiche,dosa
gelato,penne_arrabbiata
risotto,tteokbokki
quesadilla,cornbread
coq_au_vin,cornbread
minestrone,chicken_salad
nachos,tikka_masala
baba_ganoush,soup
pho,taco
hummus,mac_and_cheese
spring_rolls,enchilada
tabbouleh,dolma
pozole,sweet_and_sour
moussaka,red_curry
panna_cotta,tabbouleh
croissant,thai_iced_tea
ribs,tom_kha
bibimbap,donburi
ravioli,cornbread
penne_arrabbiata,xiao_long_bao
xiao_long_bao,yakitori
mapo_tofu,fish_and_chips
beef_bourguignon,quesadilla
takoyaki,chana_masala
mac_and_cheese,caesar_salad
penne_arrabbiata,udon
edamame,dosa
general_tso,takoyaki
peking_duck,tandoori_chicken
caprese,hot_and_sour_soup
pulled_pork,buffalo_wings
tom_yum,souffle
pad_thai,club_sandwich
gelato,palak_paneer
creme_brulee,hamburger
paella,pho
hot_and_sour_soup,chicken_sandwich
hamburger,donburi
kebab,pasta_carbonara
coq_au_vin,creme_brulee
tom_kha,chow_mein
butter_chicken,escargot
paella,onigiri
papaya_salad,miso_soup
xiao_long_bao,brownie
enchilada,panna_cotta
butter_chicken,osso_buco
scallion_pancake,souffle
bulgogi,falafel
peking_duck,dosa
ceviche,lasagna
vindaloo,kimchi
taco,biryani
pad_see_ew,donburi
scallion_pancake,hot_and_sour_soup
gazpacho,grilled_cheese
ice_cream,gyro
bruschetta,donburi
guacamole,club_sandwich
spanakopita,naan
guacamole,orange_chicken
vindaloo,orange_chicken
churro,dolma
katsu,naan
churro,chicken_sandwich
bun_bo_hue,donburi
tom_kha,sweet_and_sour
dumplings,sundubu_jjigae
chile_relleno,baba_ganoush
red_curry,chicken_salad
vindaloo,brownie
pad_thai,chow_mein
mapo_tofu,coleslaw
ribs,fried_rice
crepe,patatas_bravas
red_curry,croissant
tom_yum,miso_soup
crepe,fried_chicken
com_tam,club_sandwich
tteokbokki,bun_cha
tteokbokki,pasta_carbonara
spanakopita,pizza_margherita
biryani,spanakopita
thai_iced_tea,teriyaki
osso_buco,bun_cha
french_onion_soup,sashimi
nachos,tandoori_chicken
churro,teriyaki
brisket,churros_spanish
lobster_roll,kimchi
quiche,tandoori_chicken
pancake,dim_sum
tamale,papaya_salad
banh_mi,lo_mein
tempura,fajita
lobster_roll,pita
nachos,caesar_salad
churro,xiao_long_bao
cheesecake,sushi
lo_mein,teriyaki
creme_brulee,okonomiyaki
tom_yum,bruschetta
com_tam,falafel
sashimi,caesar_salad
korma,palak_paneer
samosa,pasta_carbonara
tiramisu,kimchi_jjigae
mango_sticky_rice,penne_arrabbiata
vindaloo,satay
enchilada,buffalo_wings
patatas_bravas,korean_fried_chicken
creme_brulee,pasta_carbonara
com_tam,souffle
gelato,scallion_pancake
ravioli,raita
escargot,paneer_tikka
mapo_tofu,korean_fried_chicken
hummus,red_curry
chow_fun,fried_rice
risotto,soup
biryani,onigiri
hamburger,kimchi_jjigae
paella,kimchi
satay,pad_thai
sundubu_jjigae,kimchi_jjigae
coleslaw,kimchi
crepe,sushi
taco,falafel
larb,naan
pizza_margherita,orange_chicken
baklava,ramen
spring_rolls,naan
scallion_pancake,general_tso
croissant,chana_masala
mango_sticky_rice,korma
ice_cream,dosa
pita,fish_and_chips
elote,minestrone
butter_chicken,japchae
pad_see_ew,pozole
sashimi,spanakopita
buffalo_wings,burrito
com_tam,dolma
samgyeopsal,pizza_margherita
wonton_soup,miso_soup
pho,red_curry
french_fries,thai_iced_tea
onigiri,papaya_salad
ribs,samosa
hummus,burrito
panna_cotta,spanakopita
peking_duck,tikka_masala
french_fries,buffalo_wings
mango_sticky_rice,pasta_bolognese
fresh_spring_roll,waffle
sashimi,steak
pasta_carbonara,caesar_salad
xiao_long_bao,chicken_sandwich
takoyaki,samosa
brisket,sashimi
japchae,kung_pao_chicken
massaman_curry,coleslaw
french_fries,teriyaki
thai_iced_tea,dal
beef_bourguignon,caesar_salad
bun_cha,shawarma
congee,coleslaw
souffle,burrito
kimchi_jjigae,tikka_masala
osso_buco,mac_and_cheese
biryani,samosa
coq_au_vin,pancake
gelato,enchilada
penne_arrabbiata,wonton_soup
waffle,takoyaki
ribs,okonomiyaki
com_tam,chicken_sandwich
kung_pao_chicken,cornbread
shawarma,banh_mi
churro,thai_iced_tea
edamame,baklava
pasta_bolognese,bibimbap
pho,samosa
pad_see_ew,hot_and_sour_soup
tapas,chow_fun
samosa,spanakopita
bun_bo_hue,chow_fun
clam_chowder,green_curry
green_curry,caprese
steak,fish_and_chips
burrito,chow_mein
french_onion_soup,dim_sum
peking_duck,pho
tiramisu,shawarma
pad_see_ew,fried_chicken
ice_cream,onigiri
paneer_tikka,quiche
pasta_carbonara,soup
bruschetta,fried_rice
ceviche,lo_mein
clam_chowder,souffle
hummus,teriyaki
tteokbokki,ice_cream
dim_sum,pasta_carbonara
gyro,kimchi
ceviche,club_sandwich
baklava,club_sandwich
palak_paneer,waffle
xiao_long_bao,quiche
gnocchi,satay
chile_relleno,clam_chowder
ceviche,baba_ganoush
bulgogi,dumplings
souffle,steak
red_curry,patatas_bravas
mango_sticky_rice,palak_paneer
tamale,cornbread
steak,enchilada
larb,biryani
ceviche,fried_rice
dumplings,grilled_cheese
bruschetta,soup
tamale,pizza
paneer_tikka,donburi
ca_phe_sua_da,bulgogi
coleslaw,ratatouille
moussaka,caprese
lo_mein,cornbread
mapo_tofu,pita
churro,escargot
sweet_and_sour,osso_buco
creme_brulee,pad_see_ew
burrito,brownie
elote,tteokbokki
croissant,shawarma
pozole,kebab
caprese,club_sandwich
shawarma,chicken_salad
sweet_and_sour,hot_and_sour_soup
sundubu_jjigae,bibimbap
biryani,chile_relleno
dim_sum,fried_chicken
korma,grilled_cheese
butter_chicken,elote
samosa,kimchi
dan_dan_noodles,kimchi
com_tam,tteokbokki
gyro,croissant
club_sandwich,wonton_soup
dim_sum,baba_ganoush
tabbouleh,croissant
ribs,grilled_cheese
tom_kha,ramen
quesadilla,sashimi
teriyaki,ramen
hummus,ramen
escargot,spring_rolls
bulgogi,bun_bo_hue
ceviche,bruschetta
paneer_tikka,churros_spanish
lobster_roll,butter_chicken
shawarma,burrito
ravioli,yakitori
brisket,falafel
grilled_cheese,falafel
butter_chicken,shawarma
bulgogi,edamame
palak_paneer,hummus
sushi,club_sandwich
penne_arrabbiata,mapo_tofu
gyro,tom_yum
kimchi,congee
larb,paella
escargot,french_fries
ribs,ravioli
bibimbap,cornbread
chile_relleno,hot_and_sour_soup
pasta_carbonara,ratatouille
japchae,baklava
crepe,lasagna
lasagna,lo_mein
baklava,dolma
japchae,tteokbokki
tapas,sundubu_jjigae
sashimi,gyro
churro,moussaka
dolma,bun_cha
elote,kebab
tamale,moussaka
red_curry,congee
coq_au_vin,fish_and_chips
croissant,kung_pao_chicken
ceviche,pasta_bolognese
kebab,udon
com_tam,pita
katsu,souffle
dolma,fried_rice
brisket,fish_and_chips
fried_chicken,chicken_sandwich
falafel,chicken_sandwich
ca_phe_sua_da,elote
ceviche,gyro
sashimi,french_fries
french_onion_soup,dolma
pasta_bolognese,chicken_sandwich
udon,chow_mein
mapo_tofu,wonton_soup
fresh_spring_roll,palak_paneer
gazpacho,buffalo_wings
fresh_spring_roll,quiche
ceviche,coq_au_vin
baba_ganoush,taco
tempura,pancake
brownie,fajita
tamale,waffle
butter_chicken,moussaka
edamame,souffle
butter_chicken,waffle
tom_kha,miso_soup
paneer_tikka,ravioli
creme_brulee,tiramisu
bun_bo_hue,club_sandwich
ceviche,bun_bo_hue
pad_see_ew,buffalo_wings
edamame,sushi
chow_fun,udon
waffle,yakitori
gnocchi,tamale
tom_kha,pasta_carbonara
beef_bourguignon,dim_sum
sashimi,lo_mein
ceviche,massaman_curry
grilled_cheese,spanakopita
pasta_bolognese,onigiri
shawarma,naan
pizza,ratatouille
larb,pizza_margherita
guacamole,tandoori_chicken
scallion_pancake,mapo_tofu
pulled_pork,chicken_salad
ravioli,french_fries
baba_ganoush,bun_cha
gazpacho,mapo_tofu
fresh_spring_roll,sushi
sundubu_jjigae,ratatouille
massaman_curry,burrito
pulled_pork,orange_chicken
peking_duck,quesadilla
bulgogi,raita
guacamole,tabbouleh
panna_cotta,mac_and_cheese
tom_yum,french_fries
paneer_tikka,chile_relleno
enchilada,yakitori
kebab,lo_mein
brisket,raita
papaya_salad,samosa
gazpacho,raita
bulgogi,bun_cha
ca_phe_sua_da,guacamole
pozole,congee
pho,ratatouille
ceviche,larb
massaman_curry,korean_fried_chicken
edamame,chana_masala
shawarma,kebab
udon,soup
lasagna,thai_iced_tea
thai_iced_tea,fish_and_chips
edamame,thai_iced_tea
ca_phe_sua_da,chile_relleno
hot_and_sour_soup,fish_and_chips
elote,pulled_pork
shawarma,hot_and_sour_soup
ca_phe_sua_da,lobster_roll
paella,shawarma
japchae,char_siu
bun_cha,pizza
ribs,pozole
hamburger,bun_cha
kebab,enchilada
pasta_bolognese,taco
creme_brulee,tom_kha
japchae,tandoori_chicken
grilled_cheese,teriyaki
french_onion_soup,club_sandwich
bun_cha,green_curry
gazpacho,panna_cotta
sushi,samgyeopsal
quiche,croissant
korean_fried_chicken,dosa
char_siu,steak
lobster_roll,spanakopita
vindaloo,bulgogi
brisket,pasta_carbonara
com_tam,gyro
crepe,chicken_sandwich
chile_relleno,fish_and_chips
kimbap,baba_ganoush
edamame,tom_yum
cheesecake,soup
pho,spanakopita
spring_rolls,souffle
baklava,banh_mi
kung_pao_chicken,donburi
tapas,pozole
fried_rice,orange_chicken
crepe,escargot
char_siu,sushi
elote,ravioli
tiramisu,french_fries
japchae,fried_rice
paella,tapas
beef_bourguignon,butter_chicken
ribs,enchilada
french_onion_soup,miso_soup
char_siu,samgyeopsal
onigiri,char_siu
scallion_pancake,waffle
ceviche,croissant
souffle,tom_kha
steak,kung_pao_chicken
general_tso,banh_mi
lasagna,bun_cha
quesadilla,bibimbap
fresh_spring_roll,cornbread
brownie,club_sandwich
crepe,ravioli
raita,fried_rice
souffle,raita
gazpacho,paella
ceviche,paneer_tikka
pita,congee
shawarma,tandoori_chicken
samosa,pizza_margherita
spring_rolls,coleslaw
beef_bourguignon,katsu
coq_au_vin,donburi
teriyaki,ratatouille
fresh_spring_roll,sweet_and_sour
guacamole,bibimbap
kimbap,red_curry
onigiri,dosa
kimbap,taco
club_sandwich,teriyaki
ravioli,ramen
escargot,bun_cha
shawarma,teriyaki
lobster_roll,kimchi_jjigae
patatas_bravas,papaya_salad
dumplings,raita
patatas_bravas,falafel
com_tam,coleslaw
ca_phe_sua_da,osso_buco
kung_pao_chicken,lo_mein
kimchi_jjigae,enchilada
korma,lasagna
panna_cotta,takoyaki
cheesecake,caesar_salad
peking_duck,teriyaki
sashimi,dolma
tom_yum,thai_iced_tea
bun_bo_hue,soup
chow_fun,buffalo_wings
red_curry,kebab
massaman_curry,orange_chicken
beef_bourguignon,tabbouleh
kimbap,tiramisu
hummus,fish_and_chips
spanakopita,dim_sum
ca_phe_sua_da,minestrone
pad_see_ew,bun_cha
dal,buffalo_wings
scallion_pancake,samgyeopsal
coq_au_vin,paella
bun_bo_hue,fish_and_chips
shawarma,green_curry
banh_mi,okonomiyaki
dim_sum,korean_fried_chicken
sushi,dim_sum
gnocchi,club_sandwich
pad_thai,udon
beef_bourguignon,guacamole
sundubu_jjigae,coq_au_vin
satay,mango_sticky_rice
bun_bo_hue,caprese
scallion_pancake,pizza_margherita
chile_relleno,pozole
pho,kimchi
churro,pasta_carbonara
nachos,pancake
ca_phe_sua_da,edamame
lobster_roll,souffle
shawarma,fajita
takoyaki,sweet_and_sour
waffle,congee
moussaka,fresh_spring_roll
pancake,chicken_sandwich
gelato,katsu
banh_mi,souffle
tom_kha,pita
chana_masala,wonton_soup
pad_thai,kimchi
kimbap,chicken_salad
korma,vindaloo
bun_cha,general_tso
grilled_cheese,dosa
enchilada,kung_pao_chicken
com_tam,pad_thai
dumplings,spanakopita
quesadilla,croissant
churro,pizza
guacamole,korma
xiao_long_bao,congee
souffle,tempura
onigiri,thai_iced_tea
chana_masala,ramen
souffle,spanakopita
hummus,green_curry
naan,chicken_salad
osso_buco,mango_sticky_rice
gazpacho,cornbread
butter_chicken,tabbouleh
onigiri,ratatouille
dal,tandoori_chicken
fresh_spring_roll,ramen
dal,fried_rice
tikka_masala,xiao_long_bao
paneer_tikka,dal
samgyeopsal,enchilada
baba_ganoush,pizza
satay,cornbread
butter_chicken,satay
bun_bo_hue,okonomiyaki
peking_duck,gazpacho
cheesecake,tabbouleh
xiao_long_bao,guacamole
tamale,tteokbokki
churros_spanish,steak
samosa,ramen
sashimi,bun_cha
creme_brulee,thai_iced_tea
spring_rolls,moussaka
shawarma,vindaloo
sundubu_jjigae,naan
coq_au_vin,chana_masala
sweet_and_sour,minestrone
paella,pulled_pork
pizza,quiche
hummus,chow_mein
gelato,kung_pao_chicken
pad_see_ew,french_fries
korma,minestrone
lasagna,dal
penne_arrabbiata,caprese
pho,pizza_margherita
papaya_salad,soup
hummus,samosa
churro,sushi
pita,ravioli
bulgogi,mapo_tofu
gnocchi,quiche
dim_sum,soup
patatas_bravas,ratatouille
palak_paneer,lasagna
fresh_spring_roll,chicken_sandwich
penne_arrabbiata,yakitori
dumplings,dim_sum
creme_brulee,samosa
teriyaki,papaya_salad
penne_arrabbiata,dolma
paneer_tikka,buffalo_wings
nachos,tteokbokki
bun_bo_hue,com_tam
pizza,fajita
wonton_soup,hot_and_sour_soup
mac_and_cheese,korean_fried_chicken
tapas,thai_iced_tea
gazpacho,fried_rice
french_onion_soup,ice_cream
tamale,char_siu
grilled_cheese,buffalo_wings
shawarma,tabbouleh
tiramisu,tom_kha
escargot,coleslaw
okonomiyaki,donburi
nachos,fried_chicken
sashimi,wonton_soup
massaman_curry,baba_ganoush
osso_buco,sundubu_jjigae
ribs,clam_chowder
lobster_roll,wonton_soup
baklava,caprese
bun_bo_hue,kimchi_jjigae
french_onion_soup,general_tso
dal,naan
ribs,risotto
korma,tandoori_chicken
penne_arrabbiata,bibimbap
orange_chicken,caesar_salad
pizza,tteokbokki
sundubu_jjigae,mac_and_cheese
escargot,enchilada
dumplings,pancake
penne_arrabbiata,fried_chicken
quiche,sweet_and_sour
sweet_and_sour,korean_fried_chicken
lobster_roll,ice_cream
sashimi,hot_and_sour_soup
tabbouleh,chow_fun
guacamole,katsu
tapas,pad_thai
penne_arrabbiata,coleslaw
beef_bourguignon,cheesecake
risotto,croissant
enchilada,takoyaki
dan_dan_noodles,red_curry
raita,tabbouleh
kimbap,chow_mein
hamburger,tom_yum
lasagna,kebab
pancake,tom_yum
katsu,green_curry
green_curry,fried_rice
tamale,brownie
dumplings,tikka_masala
sushi,tom_kha
tom_yum,caesar_salad
churros_spanish,tom_yum
fresh_spring_roll,hot_and_sour_soup
massaman_curry,bulgogi
biryani,pita
nachos,dim_sum
teriyaki,gyro
gyro,bruschetta
ca_phe_sua_da,gazpacho
tiramisu,edamame
dal,onigiri
tteokbokki,spanakopita
gnocchi,pasta_carbonara
ribs,kung_pao_chicken
shawarma,chicken_sandwich
coq_au_vin,chow_mein
bibimbap,lasagna
sundubu_jjigae,mapo_tofu
massaman_curry,pizza_margherita
kung_pao_chicken,patatas_bravas
miso_soup,sweet_and_sour
french_onion_soup,raita
pizza_margherita,donburi
paneer_tikka,lo_mein
scallion_pancake,naan
tamale,miso_soup
pulled_pork,fish_and_chips
tteokbokki,coleslaw
french_onion_soup,shawarma
ceviche,mapo_tofu
brisket,quiche
lobster_roll,teriyaki
udon,pad_see_ew
massaman_curry,mapo_tofu
ravioli,tandoori_chicken
pad_thai,okonomiyaki
paneer_tikka,chow_fun
churro,samgyeopsal
kung_pao_chicken,okonomiyaki
gazpacho,sashimi
kung_pao_chicken,fajita
dumplings,mac_and_cheese
scallion_pancake,minestrone
tapas,enchilada
sundubu_jjigae,club_sandwich
dolma,raita
tempura,pita
japchae,red_curry
larb,cheesecake
taco,mac_and_cheese
guacamole,caesar_salad
japchae,minestrone
bulgogi,guacamole
scallion_pancake,tapas
chana_masala,teriyaki
french_onion_soup,green_curry
kung_pao_chicken,hamburger
samosa,baklava
kung_pao_chicken,congee
kebab,panna_cotta
coleslaw,soup
katsu,mac_and_cheese
churro,raita
lobster_roll,korma
char_siu,buffalo_wings
elote,papaya_salad
panna_cotta,pizza_margherita
scallion_pancake,spring_rolls
baklava,elote
tom_kha,samgyeopsal
croissant,nachos
sundubu_jjigae,quesadilla
buffalo_wings,spanakopita
bun_bo_hue,mapo_tofu
pasta_carbonara,donburi
penne_arrabbiata,pozole
elote,spring_rolls
panna_cotta,tteokbokki
edamame,mapo_tofu
nachos,okonomiyaki
thai_iced_tea,club_sandwich
samosa,bruschetta
guacamole,pizza_margherita
satay,tandoori_chicken
ice_cream,cornbread
cornbread,coleslaw
ca_phe_sua_da,dan_dan_noodles
ceviche,risotto
edamame,pad_thai
ceviche,samgyeopsal
ravioli,ice_cream
patatas_bravas,takoyaki
pasta_bolognese,satay
churros_spanish,enchilada
coq_au_vin,pad_thai
crepe,buffalo_wings
tiramisu,teriyaki
pulled_pork,char_siu
raita,sushi
red_curry,dumplings
kimchi_jjigae,sushi
taco,dolma
baba_ganoush,pasta_carbonara
biryani,chow_fun
tikka_masala,brownie
beef_bourguignon,naan
penne_arrabbiata,palak_paneer
brisket,dolma
palak_paneer,okonomiyaki
massaman_curry,char_siu
grilled_cheese,sashimi
kimchi,pizza_margherita
onigiri,lo_mein
lobster_roll,paella
tamale,kimchi_jjigae
massaman_curry,pasta_carbonara
baklava,pita
ca_phe_sua_da,xiao_long_bao
chow_fun,chow_mein
korma,soup
spanakopita,bibimbap
paneer_tikka,falafel
elote,samosa
ravioli,kung_pao_chicken
churro,larb
ribs,pad_thai
thai_iced_tea,caprese
dal,cornbread
bruschetta,dim_sum
escargot,gazpacho
ca_phe_sua_da,scallion_pancake
sushi,ratatouille
mango_sticky_rice,ramen
elote,crepe
sashimi,sushi
beef_bourguignon,kimchi_jjigae
korma,tikka_masala
xiao_long_bao,paella
com_tam,paella
tiramisu,brownie
bibimbap,teriyaki
katsu,coleslaw
ca_phe_sua_da,gelato
ceviche,ratatouille
dolma,lasagna
ceviche,panna_cotta
xiao_long_bao,gazpacho
guacamole,japchae
vindaloo,sweet_and_sour
palak_paneer,clam_chowder
dan_dan_noodles,katsu
pad_thai,kimchi_jjigae
miso_soup,chicken_sandwich
green_curry,kimchi
chile_relleno,miso_soup
tteokbokki,korean_fried_chicken
vindaloo,patatas_bravas
vindaloo,char_siu
ribs,brownie
bibimbap,club_sandwich
tom_yum,dumplings
club_sandwich,waffle
tiramisu,orange_chicken
sundubu_jjigae,bruschetta
ceviche,vindaloo
baba_ganoush,wonton_soup
peking_duck,takoyaki
gnocchi,pozole
kimchi_jjigae,soup
