winner,loser
satay_indonesian,brownie
lasagna,tzatziki
peking_duck,eggs_benedict
dolma,pav_bhaji
aji_de_gallina,caesar_salad
dumplings,doro_wot
kebab,profiterole
kibbeh,larb
horiatiki,orange_chicken
kunefe,brownie
korean_fried_chicken,nicoise_salad
biryani,pastitsio
sisig,dolma
currywurst,moussaka
massaman,dim_sum
salt_pepper_squid,donburi
banh_xeo,sushi
dumplings,pupusa
donburi,sardines_grilled
schnitzel,penne_arrabbiata
penne_arrabbiata,karaage
warak_enab,caesar_salad
som_tam,caesar_salad
doro_wot,biryani
bak_kut_teh,caesar_salad
borscht,penne_arrabbiata
dolma,kitfo
orange_chicken,jerk_chicken
ghormeh_sabzi,brownie
dolma,nicoise_salad
dumplings,arancini
dan_dan_noodles,eclair
pierogi,orange_chicken
korma,cannoli
pulled_pork,conch_fritters
moussaka,ful_medames
dan_dan_noodles,polenta
peking_duck,gyudon
biryani,piri_piri
takoyaki,nasi_lemak
souffle,pasteis_de_nata
tom_kha,pasteis_de_nata
wonton_noodle,tom_kha
korean_fried_chicken,feijoada
tonkotsu_ramen,orange_chicken
dan_dan_noodles,currywurst
french_onion_soup,mee_goreng
tonkotsu_ramen,caesar_salad
penne_arrabbiata,borek
peking_duck,malai_kofta
penne_arrabbiata,cubano_sandwich
fresh_spring_roll,asado
katsu_curry,coq_au_vin
galaktoboureko,bruschetta
biryani,rice_and_peas
biryani,fufu
aji_de_gallina,tom_yum
kebab,sfeeha
currywurst,papaya_salad
dan_tat,club_sandwich
peking_duck,arepa
budae_jjigae,dumplings
borscht,biryani
takoyaki,plov
stroganoff,orange_chicken
peking_duck,keftedes
raclette,sushi
peking_duck,aji_de_gallina
rice_and_peas,dumplings
carnitas,fish_and_chips
french_onion_soup,eclair
dan_tat,takoyaki
caldo_verde,club_sandwich
fresh_spring_roll,croquetas
larb,sinigang
penne_arrabbiata,pretzel
coq_au_vin,dan_tat
dan_dan_noodles,cobb_salad
fresh_spring_roll,saganaki
egusi_soup,tom_yum
sushi,chili
french_onion_soup,churrasco
coq_au_vin,mujaddara
satay_indonesian,dim_sum
tahdig,takoyaki
coq_au_vin,chimichurri
shashlik,dolma
tom_yum,bratwurst
papaya_salad,fufu
bruschetta,hu_tieu
tonkotsu_ramen,papaya_salad
fresh_spring_roll,jerk_chicken
dan_dan_noodles,dim_sum_items
aloo_gobi,kebab
doro_wot,brownie
mafe,fish_and_chips
mofongo,dumplings
tahdig,club_sandwich
korma,tzatziki
papaya_salad,bossam
coq_au_vin,eggplant_parm
korean_fried_chicken,bratwurst
french_onion_soup,hot_dog
fesenjan,bruschetta
char_kway_teow,donburi
bruschetta,khao_man_gai
korean_fried_chicken,chilaquiles
dakgalbi,korean_fried_chicken
pierogi,bruschetta
fish_and_chips,profiterole
moussaka,chili
koobideh,takoyaki
korma,katsu_curry
char_kway_teow,papaya_salad
sushi,beef_tartare
rice_and_peas,dim_sum
orange_chicken,rojak
korma,sinigang
tom_yum,shashlik
bruschetta,banh_xeo
jalebi,dim_sum
lahmacun,tom_kha
korma,sisig
galaktoboureko,club_sandwich
dumplings,coxinha
dan_dan_noodles,caldo_verde
pulled_pork,nicoise_salad
nasi_padang,brownie
coq_au_vin,halo_halo
coq_au_vin,bratwurst
moussaka,eggs_benedict
manti_turkish,club_sandwich
coq_au_vin,beef_tartare
club_sandwich,eclair
halo_halo,donburi
dan_dan_noodles,carnitas
souvlaki,dan_dan_noodles
dan_dan_noodles,uttapam
okra_soup,orange_chicken
orange_chicken,keftedes
biryani,eclair
penne_arrabbiata,bun_rieu
dan_dan_noodles,katsu_curry
halo_halo,caesar_salad
kare_kare,takoyaki
peking_duck,tagine
french_onion_soup,pastelitos
schnitzel,sushi
club_sandwich,banh_xeo
coq_au_vin,roti_caribbean
al_pastor,lasagna
koobideh,club_sandwich
budae_jjigae,fish_and_chips
moussaka,lumpia
warak_enab,fish_and_chips
tom_yum,rojak
bruschetta,halo_halo
moussaka,manakish
char_siu_bao,orange_chicken
dan_dan_noodles,eggs_benedict
penne_arrabbiata,callaloo
banh_xeo,orange_chicken
dumplings,borek
char_kway_teow,orange_chicken
moussaka,loukoumades
galaktoboureko,lasagna
aloo_gobi,larb
pulled_pork,birria
wonton_noodle,orange_chicken
club_sandwich,tamagoyaki
duck_confit,sushi
char_kway_teow,dim_sum
tamagoyaki,sushi
sfeeha,korean_fried_chicken
malai_kofta,kebab
labneh,korean_fried_chicken
dan_dan_noodles,chilaquiles
larb,mole
dolma,eggplant_parm
penne_arrabbiata,salt_pepper_squid
pasteis_de_nata,orange_chicken
tom_kha,pot_roast
churros_mexican,papaya_salad
dim_sum,jerk_chicken
pot_roast,caesar_salad
souffle,pot_roast
dim_sum,injera
jalebi,brownie
lomo_saltado,korean_fried_chicken
dumplings,katsu_curry
ackee_saltfish,donburi
korean_fried_chicken,manty
french_onion_soup,polenta
dim_sum,adobo
penne_arrabbiata,rojak
pulled_pork,coxinha
dumplings,rojak
cubano_sandwich,orange_chicken
tom_kha,fufu
croquetas,brownie
prosciutto,biryani
souffle,cannoli
tiropita,orange_chicken
peking_duck,sinigang
okra_soup,caesar_salad
tom_yum,mee_goreng
wonton_noodle,brownie
chole_bhature,papaya_salad
labneh,caesar_salad
kunefe,french_onion_soup
mujaddara,orange_chicken
tiropita,fish_and_chips
churros_mexican,brownie
orange_chicken,meatloaf
saganaki,caesar_salad
nasi_padang,fish_and_chips
korean_fried_chicken,stroganoff
sancocho,donburi
french_onion_soup,massaman
souffle,eclair
fresh_spring_roll,fesenjan
okra_soup,sushi
kitfo,takoyaki
koobideh,french_onion_soup
lasagna,plov
dan_dan_noodles,tzatziki
okra_soup,biryani
peking_duck,coquito
dakgalbi,bruschetta
papaya_salad,al_pastor
club_sandwich,polenta
sfeeha,donburi
dan_dan_noodles,fish_tacos
pulled_pork,dan_tat
nicoise_salad,caesar_salad
dumplings,kibbeh
dolma,stroganoff
manti_turkish,korean_fried_chicken
peking_duck,currywurst
nasi_goreng,brownie
galaktoboureko,fish_and_chips
bruschetta,lumpia
peking_duck,hu_tieu
moussaka,jjajangmyeon
gambas_al_ajillo,pulled_pork
birria,lasagna
doner_kebab,biryani
lasagna,cannoli
malai_kofta,lasagna
takoyaki,anticucho
galaktoboureko,coq_au_vin
wonton_noodle,moussaka
larb,manti_turkish
takoyaki,tzatziki
gozleme,club_sandwich
tonkotsu_ramen,korean_fried_chicken
korma,bun_rieu
lasagna,asado
okra_soup,coq_au_vin
papaya_salad,raclette
pulled_pork,raclette
orange_chicken,polenta
penne_arrabbiata,lagman
saganaki,fish_and_chips
fesenjan,club_sandwich
french_onion_soup,manakish
souffle,beef_tartare
birria,papaya_salad
korma,lomo_saltado
korean_fried_chicken,katsu_curry
wonton_noodle,club_sandwich
jollof_rice,lasagna
penne_arrabbiata,banh_xeo
lahmacun,caesar_salad
coq_au_vin,jalebi
peking_duck,jjajangmyeon
biryani,dan_tat
brownie,eclair
tom_kha,roti_caribbean
caesar_salad,pao_de_queijo
sopes,club_sandwich
al_pastor,sushi
dan_dan_noodles,mee_goreng
rendang,fish_and_chips
tortilla_espanola,sushi
fresh_spring_roll,feijoada
korma,fondue
french_onion_soup,simit
peking_duck,eggplant_parm
fresh_spring_roll,causa
fresh_spring_roll,jjajangmyeon
dan_dan_noodles,picanha
peking_duck,macarons
brownie,plantain
aloo_gobi,club_sandwich
moussaka,shashlik
korma,carnitas
pupusa,fresh_spring_roll
al_pastor,korean_fried_chicken
donburi,roti_caribbean
asado,brownie
currywurst,sushi
simit,korean_fried_chicken
larb,uttapam
khao_man_gai,orange_chicken
iskender_kebab,takoyaki
peking_duck,coxinha
shakshuka,papaya_salad
pulled_pork,shashlik
larb,asado
okra_soup,fish_and_chips
kebab,lahmacun
kunefe,dim_sum
tom_yum,mole
pierogi,tom_kha
dakgalbi,papaya_salad
fattoush,korma
tom_yum,piri_piri
fattoush,brownie
papaya_salad,poutine
manakish,dumplings
sopes,dumplings
peking_duck,oxtail_stew
bruschetta,sardines_grilled
manakish,korean_fried_chicken
halloumi,dumplings
dan_dan_noodles,jjajangmyeon
birria,coq_au_vin
coq_au_vin,gozleme
fresh_spring_roll,borek
larb,hot_dog
kibbeh,pulled_pork
dumplings,fufu
kunefe,moussaka
lahmacun,club_sandwich
club_sandwich,rojak
dan_dan_noodles,pastitsio
korean_fried_chicken,tzatziki
penne_arrabbiata,tostones
ackee_saltfish,souffle
french_onion_soup,harissa
kibbeh,coq_au_vin
dolma,rice_and_peas
french_onion_soup,kofte
tom_kha,plantain
biryani,nicoise_salad
al_pastor,tom_yum
kebab,jjajangmyeon
dumplings,spaetzle
penne_arrabbiata,asado
sushi,profiterole
dan_tat,sushi
sushi,plantain
picanha,fish_and_chips
escovitch_fish,biryani
dolma,sardines_grilled
papaya_salad,hu_tieu
char_siu_bao,donburi
french_onion_soup,plantain
penne_arrabbiata,chimichurri
oxtail_stew,korean_fried_chicken
french_onion_soup,blini
korean_fried_chicken,chili
khao_man_gai,caesar_salad
gado_gado,dim_sum
dolma,nasi_lemak
bruschetta,nasi_lemak
biryani,dim_sum_items
lagman,korean_fried_chicken
caesar_salad,tortilla_espanola
penne_arrabbiata,idli
al_pastor,bruschetta
biryani,adobo
tom_yum,jokbal
chole_bhature,tom_kha
pulled_pork,cobb_salad
dan_dan_noodles,koobideh
stroganoff,fish_and_chips
penne_arrabbiata,eggplant_parm
fattoush,pulled_pork
biryani,bratwurst
feijoada,caesar_salad
nasi_padang,fresh_spring_roll
dolma,kofte
fresh_spring_roll,roti_caribbean
gozleme,fish_and_chips
tom_kha,pav_bhaji
fresh_spring_roll,escovitch_fish
nasi_goreng,papaya_salad
okra_soup,kebab
coq_au_vin,kare_kare
takoyaki,churrasco
pernil,caesar_salad
loukoumades,sushi
tostones,donburi
pupusa,sushi
penne_arrabbiata,raclette
dan_dan_noodles,pajeon
cubano_sandwich,fresh_spring_roll
papaya_salad,nasi_lemak
shakshuka,larb
conch_fritters,korean_fried_chicken
sushi,gyudon
malai_kofta,biryani
ackee_saltfish,moussaka
dolma,roti_caribbean
dumplings,plantain
okra_soup,tom_kha
fresh_spring_roll,bouillabaisse
iskender_kebab,souffle
borscht,club_sandwich
penne_arrabbiata,adobo
bossam,club_sandwich
warak_enab,fresh_spring_roll
dan_dan_noodles,kofte
picanha,club_sandwich
dolma,dan_tat
biryani,ghormeh_sabzi
eggs_benedict,korean_fried_chicken
simit,dim_sum
papaya_salad,manty
lasagna,pretzel
dan_dan_noodles,gozleme
saganaki,bruschetta
piri_piri,brownie
pulled_pork,mole
callaloo,biryani
fresh_spring_roll,shashlik
penne_arrabbiata,meatloaf
sushi,croquetas
moussaka,escovitch_fish
peking_duck,gado_gado
katsu_curry,fish_and_chips
lasagna,halo_halo
galaktoboureko,orange_chicken
tiropita,souffle
caesar_salad,roti_caribbean
korma,mole
larb,stroganoff
kibbeh,tom_kha
pulled_pork,mujaddara
kibbeh,souffle
souffle,cobb_salad
moussaka,kare_kare
dumplings,cannoli
nasi_lemak,orange_chicken
fattoush,donburi
lahmacun,donburi
chole_bhature,donburi
pulled_pork,gulab_jamun
dim_sum,bouillabaisse
halloumi,caesar_salad
lasagna,nicoise_salad
fish_tacos,donburi
picanha,penne_arrabbiata
larb,pot_roast
larb,pasteis_de_nata
penne_arrabbiata,ful_medames
peking_duck,lomo_saltado
moussaka,simit
fattoush,kebab
tahdig,pulled_pork
french_onion_soup,asado
nasi_goreng,fish_and_chips
larb,lagman
sfeeha,brownie
bruschetta,pot_roast
moussaka,biltong
moussaka,aji_de_gallina
gulab_jamun,brownie
pulled_pork,galaktoboureko
pulled_pork,pretzel
mofongo,dolma
larb,satay_indonesian
arepa,tom_yum
peking_duck,raclette
kebab,kunefe
papaya_salad,fondue
tom_yum,caldo_verde
paneer_butter,caesar_salad
lagman,dim_sum
coq_au_vin,shashlik
anticucho,bruschetta
suya,fish_and_chips
injera,korma
french_onion_soup,pasteis_de_nata
iskender_kebab,dumplings
peking_duck,poutine
banh_xeo,fish_and_chips
papaya_salad,keftedes
duck_confit,kebab
lasagna,conch_fritters
kofte,dim_sum
coq_au_vin,mafe
massaman,orange_chicken
korma,eggs_benedict
loukoumades,orange_chicken
jjajangmyeon,dolma
dan_dan_noodles,labneh
fesenjan,fish_and_chips
macarons,fresh_spring_roll
pulled_pork,hu_tieu
kibbeh,club_sandwich
loukoumades,peking_duck
papaya_salad,jalebi
aloo_gobi,korma
coq_au_vin,gambas_al_ajillo
mofongo,souffle
tom_kha,pao_de_queijo
chole_bhature,coq_au_vin
kunefe,takoyaki
kebab,nasi_goreng
raclette,dim_sum
shashlik,dim_sum
papaya_salad,pajeon
carnitas,brownie
takoyaki,jalebi
tom_kha,causa
birria,orange_chicken
dim_sum,mujaddara
gozleme,donburi
french_onion_soup,pierogi
fish_and_chips,tagine
penne_arrabbiata,couscous
currywurst,pulled_pork
lahmacun,korean_fried_chicken
kunefe,tom_yum
birria,caesar_salad
papaya_salad,tamagoyaki
peking_duck,tortilla_espanola
pasteis_de_nata,bruschetta
korma,conch_fritters
simit,bruschetta
korma,arroz_con_pollo
moussaka,bandeja_paisa
papaya_salad,bak_kut_teh
dan_dan_noodles,raclette
dumplings,ackee_saltfish
uttapam,club_sandwich
biryani,cobb_salad
french_onion_soup,gyudon
dan_dan_noodles,tostones
lomo_saltado,french_onion_soup
dan_dan_noodles,pide
rice_and_peas,bruschetta
suya,brownie
french_onion_soup,iskender_kebab
shakshuka,caesar_salad
tom_kha,beef_tartare
tahdig,fresh_spring_roll
coq_au_vin,idli
suya,fresh_spring_roll
biryani,chili
ghormeh_sabzi,lasagna
kebab,cubano_sandwich
manti_turkish,lasagna
warak_enab,korean_fried_chicken
dan_dan_noodles,bun_rieu
tom_yum,sardines_grilled
fresh_spring_roll,katsu_curry
katsu_curry,club_sandwich
biryani,uttapam
dumplings,raclette
dim_sum,pot_roast
bacalhau,moussaka
tom_yum,cubano_sandwich
tom_kha,hu_tieu
focaccia,donburi
souvlaki,fish_and_chips
dumplings,polenta
blini,korean_fried_chicken
kunefe,sushi
al_pastor,dolma
souffle,churrasco
kibbeh,sushi
penne_arrabbiata,labneh
uttapam,penne_arrabbiata
mofongo,brownie
suya,club_sandwich
peking_duck,roti_caribbean
pulled_pork,jerk_chicken
gado_gado,club_sandwich
macarons,brownie
sushi,cubano_sandwich
sopes,coq_au_vin
bruschetta,escovitch_fish
galaktoboureko,souffle
coq_au_vin,adobo
coq_au_vin,eclair
bacalhau,korean_fried_chicken
bruschetta,satay_indonesian
lasagna,macarons
halloumi,orange_chicken
biryani,pot_roast
penne_arrabbiata,eggs_benedict
kebab,tamagoyaki
biryani,pupusa
dolma,khao_man_gai
ackee_saltfish,dolma
dim_sum,tortilla_espanola
currywurst,fresh_spring_roll
tahdig,dim_sum
tom_yum,halo_halo
french_onion_soup,roti_caribbean
korean_fried_chicken,sardines_grilled
gado_gado,fish_and_chips
tostones,french_onion_soup
lasagna,lahmacun
fresh_spring_roll,laksa
takoyaki,mole
caesar_salad,bun_rieu
tom_yum,schnitzel
iskender_kebab,bruschetta
club_sandwich,poutine
harissa,takoyaki
coq_au_vin,fish_tacos
dolma,katsu_curry
papaya_salad,mujaddara
pastelitos,sushi
tom_kha,tzatziki
eggs_benedict,sushi
peking_duck,muhammara
dim_sum,blini
uttapam,donburi
gado_gado,donburi
larb,conch_fritters
lomo_saltado,dumplings
moussaka,cobb_salad
tom_yum,lahmacun
croquetas,dim_sum
kitfo,caesar_salad
sopes,dolma
pulled_pork,doner_kebab
pastelitos,penne_arrabbiata
wonton_noodle,french_onion_soup
bruschetta,mujaddara
souffle,fondue
korma,roti_caribbean
korma,jerk_chicken
nasi_padang,papaya_salad
pulled_pork,lagman
dumplings,horiatiki
souvlaki,pulled_pork
fresh_spring_roll,mujaddara
paneer_butter,korean_fried_chicken
orange_chicken,biltong
korma,bratwurst
char_siu_bao,souffle
takoyaki,plantain
oxtail_stew,brownie
couscous,bruschetta
korma,churros_mexican
birria,dolma
peking_duck,jokbal
pastelitos,caesar_salad
papaya_salad,polenta
koobideh,peking_duck
penne_arrabbiata,croquetas
penne_arrabbiata,fish_tacos
shakshuka,dumplings
korma,adobo
tom_yum,fufu
sisig,larb
dolma,pide
lasagna,tamagoyaki
dolma,bratwurst
nicoise_salad,papaya_salad
dan_dan_noodles,injera
fresh_spring_roll,adobo
caesar_salad,biltong
french_onion_soup,rice_and_peas
mofongo,dim_sum
club_sandwich,coquito
budae_jjigae,papaya_salad
moussaka,gozleme
schnitzel,donburi
pulled_pork,bandeja_paisa
pasteis_de_nata,fish_and_chips
takoyaki,cannoli
souffle,boat_noodles
korma,raclette
dolma,pernil
souffle,pao_de_queijo
halloumi,korma
keftedes,brownie
biryani,arancini
jjajangmyeon,souffle
pernil,sushi
tonkotsu_ramen,larb
bruschetta,pajeon
bratwurst,caesar_salad
tom_yum,horiatiki
keftedes,tom_kha
mofongo,moussaka
moussaka,nasi_lemak
egusi_soup,moussaka
char_siu_bao,lasagna
duck_confit,tom_kha
bruschetta,bratwurst
peking_duck,bandeja_paisa
lasagna,galette
peking_duck,dan_tat
papaya_salad,roti_caribbean
iskender_kebab,orange_chicken
oxtail_stew,caesar_salad
coq_au_vin,sancocho
peking_duck,lumpia
eggplant_parm,fish_and_chips
papaya_salad,idli
lasagna,piri_piri
dim_sum,eclair
bacalhau,dim_sum
injera,peking_duck
takoyaki,macarons
kebab,roti_caribbean
dan_dan_noodles,jokbal
pierogi,fresh_spring_roll
eggs_benedict,club_sandwich
bruschetta,eggs_benedict
lahmacun,fresh_spring_roll
sushi,bouillabaisse
pulled_pork,malai_kofta
pulled_pork,poutine
sopes,moussaka
french_onion_soup,okra_soup
nasi_goreng,orange_chicken
iskender_kebab,fish_and_chips
penne_arrabbiata,tagine
korean_fried_chicken,chimichurri
takoyaki,mafe
takoyaki,sardines_grilled
chimichurri,sushi
dan_dan_noodles,schnitzel
