winner,loser
pain_de_mie,lorne_sausage
hoppin_john,pan_de_muerto
vienna_bread,coffee_jelly
lobster_thermidor,tootsie_roll
tortilla_espanola,kraft_dinner
taco,kraft_dinner
coffee_jelly,digestive_biscuit
sandwich_cookie,stuffed_tomatoes
hutspot,jollof_rice
mango_pudding,stuffed_tomatoes
osso_buco,apple_crisp
cobb_salad,churro
lobster_roll,breakfast_roll
japanese_milk_bread,pain_de_mie
cornish_pasty,roti_canai
hoppin_john,custard_tart
cobb_salad,hot_pot
gumbo,satay_indonesian
belgian_waffle,hot_pockets
paella,wiener_schnitzel
white_bread,pineapple_cake
belgian_waffle,pineapple_cake
malai_kofta,pineapple_cake
osso_buco,pasta_bolognese
creme_brulee,kheer
challah,pineapple_cake
belgian_waffle,conch_fritters
tandoori_chicken,stuffed_tomatoes
risotto,fried_pie
flapper_pie,hoppin_john
danish_pastry,roti_canai
creamed_eggs_on_toast,pain_de_mie
breakfast_roll,spotted_dick
christmas_pudding,stuffed_apples
gazpacho,stuffed_apples
patatas_bravas,hoppin_john
belgian_waffle,moravian_chicken_pie
roti_canai,stuffed_ham
general_tso,hutspot
peanut_butter_cookie,gumbo
aloo_tikki,malai_kofta
huevos_rancheros,wiener_schnitzel
cowboy_cookies,horchata
gazpacho,coffee_jelly
milk_pie,stuffed_apples
lobster_roll,wiener_schnitzel
borracho_beans,coffee_jelly
creme_brulee,egg_foo_young
breakfast_roll,pasteis_de_nata
mango_sticky_rice,wiener_schnitzel
creme_brulee,soda_bread
spring_rolls,hoppin_john
cobb_salad,kheer
creme_brulee,lo_mein
kung_pao_chicken,cobb_salad
hawaiian_pizza,kraft_dinner
belgian_waffle,lumpia
cowboy_beans,coffee_jelly
wiener_schnitzel,frittata
hoppin_john,pancake
breakfast_roll,mee_goreng
belgian_waffle,fried_ice_cream
goat_curry,kraft_dinner
butter_cookie,coffee_jelly
roti_canai,gulab_jamun
creme_brulee,gulab_jamun
osso_buco,cowboy_beans
aloo_tikki,dilly_beans
stuffed_apples,shortcrust_pastry
dumplings,wiener_schnitzel
stuffed_peppers,coffee_jelly
sausage_bread,pain_de_mie
cowboy_cookies,tapioca_pudding
cowboy_cookies,char_siu_bao
crepe,lobster_thermidor
rice_bread,roti_canai
custard,pain_de_mie
chicken_curry,pineapple_cake
graham_bread,hoppin_john
aloo_tikki,chicken_riggies
cannoli,creme_brulee
croissant,pain_de_mie
butter_cookie,creme_brulee
cowboy_cookies,black_pudding
belgian_waffle,steak_and_eggs
fugazza,kraft_dinner
rye_bread,cobb_salad
flan,wiener_schnitzel
pineapple_cake,rugelach
stuffed_apples,hot_dog_bun
chili_con_carne,coffee_jelly
honey_bun,pain_de_mie
cowboy_cookies,crouton
rogan_josh,pineapple_cake
gumbo,tapas
meat_pie,coffee_jelly
cowboy_cookies,minestrone
sandwich_cookie,roti_canai
christmas_ham,lobster_thermidor
tandoori_chicken,gumbo
osso_buco,mochi
belgian_waffle,shrimp_toast
osso_buco,pie_la_mode
smoked_egg,cobb_salad
cowboy_cookies,poutine
osso_buco,frittata
aloo_tikki,succotash
creme_brulee,stroopwafel
custard,stuffed_apples
risotto,frozen_banana
tortilla_espanola,roti_canai
satay,creme_brulee
lobster_stew,pain_de_mie
cobb_salad,green_bean_casserole
rye_bread,pineapple_cake
buffalo_wings,cobb_salad
stuffed_tomatoes,tootsie_roll
sopa_paraguaya,coffee_jelly
korokke,stuffed_apples
lobster_thermidor,chapati
belgian_waffle,bratwurst
lamington,lobster_thermidor
kraft_dinner,lobster_thermidor
gumbo,stuffed_pizza
papaya_salad,hoppin_john
kimchi_jjigae,risotto
choux_pastry,pain_de_mie
carrot_pudding,lobster_thermidor
ribs,creme_brulee
floating_island,cobb_salad
roti_canai,pizzelle
creme_brulee,hot_dog_bun
pineapple_cake,olivier_salad
hoppin_john,pozole
gumbo,charleston_red_rice
baklava,cobb_salad
gumbo,pineapple_tart
roti_canai,thai_iced_tea
french_fries,stuffed_apples
croque_monsieur,coffee_jelly
hutspot,pozole
gumbo,gallo_pinto
hutspot,focaccia
empanada,wiener_schnitzel
bobotie,kraft_dinner
steak_and_kidney_pie,pineapple_cake
anadama_bread,hutspot
creme_brulee,rice_bread
risotto,ratatouille
osso_buco,rhubarb_pie
runza,cowboy_cookies
hoppin_john,spotted_dick
jambalaya,hoppin_john
cinnamon_roll,belgian_waffle
hoppin_john,mince_pie
stuffed_tomatoes,jerk_chicken
belgian_waffle,spaetzle
breakfast_sausage,coffee_jelly
sausage_bread,hutspot
lumpia,breakfast_roll
aloo_tikki,korma
cowboy_cookies,noodles_with_tomato_egg_sauce
cowboy_cookies,custard_tart
kraft_dinner,banana_bread
poppy_seed_roll,kraft_dinner
stromboli,gumbo
aloo_tikki,shakshuka
osso_buco,nasi_goreng
belgian_waffle,hoagie_roll
gumbo,hash_browns
butter_pecan,coffee_jelly
gnocchi,gumbo
lo_mein,coffee_jelly
krumkake,roti_canai
belgian_waffle,thai_iced_tea
tapas,kraft_dinner
pasta_bolognese,hoppin_john
olivier_salad,coffee_jelly
breakfast_roll,cookie_cake
jucy_lucy,pain_de_mie
aloo_tikki,rye_bread
shrimp_toast,lobster_thermidor
rich_tea,pain_de_mie
sugar_cookie,stuffed_apples
carne_asada,hutspot
stroopwafel,stuffed_tomatoes
nasi_lemak,stuffed_tomatoes
cowboy_cookies,fried_chicken
roti_canai,custard_tart
pecan_pie,pain_de_mie
aloo_tikki,nasi_goreng
pizza_margherita,coffee_jelly
roast_chicken,pain_de_mie
cobb_salad,flapper_pie
jucy_lucy,stuffed_apples
hoppin_john,steak_and_kidney_pie
frijoles_negros,lobster_thermidor
bulgogi,roti_canai
creme_brulee,animal_cracker
eggs_benedict,pain_de_mie
aloo_tikki,apple_strudel
stuffed_mushrooms,breakfast_roll
osso_buco,jucy_lucy
lobster_thermidor,frittata
aloo_tikki,flaky_pastry
gumbo,coco_bread
belgian_waffle,pumpkin_pie
breakfast_roll,oyster_stew
roti_canai,korma
cowboy_cookies,cannoli
osso_buco,ham_and_cheese_sandwich
osso_buco,custard_tart
boiled_peanuts,coffee_jelly
caprese,wiener_schnitzel
coffee_jelly,shoofly_pie
bacon_and_egg_pie,hutspot
pineapple_cake,hash_browns
cowboy_cookies,hainanese_chicken_rice
gumbo,nasi_lemak
steak,stuffed_apples
belgian_waffle,mee_goreng
belgian_waffle,banana_bread
mississippi_mud_pie,coffee_jelly
egg_salad,hutspot
cowboy_cookies,steak
belgian_waffle,israeli_couscous
banh_mi,stuffed_tomatoes
gumbo,rogan_josh
stuffed_apples,noodles_with_tomato_egg_sauce
osso_buco,pancake
gumbo,tea_egg
irish_stew,hoppin_john
pollo_a_la_brasa,roti_canai
risotto,capirotada
cobb_salad,cowboy_beans
muhammara,lobster_thermidor
caponata,coffee_jelly
osso_buco,baba_ganoush
breakfast_roll,pao_de_queijo
creme_brulee,hawaiian_pizza
cowboy_cookies,shepherds_pie
caldo_de_pollo,cobb_salad
wonton_soup,stuffed_tomatoes
toast_hawaii,roti_canai
gumbo,zucchini_slice
stuffed_mushrooms,pineapple_cake
calzone,hutspot
cobb_salad,hardtack
pan_dulce,pain_de_mie
creme_brulee,sausage_bread
gumbo,spanish_omelette
belgian_waffle,yakisoba
roti_canai,hash_browns
banana_cream_pie,coffee_jelly
beef_stroganoff,stuffed_apples
breakfast_roll,jollof_rice
butter_pie,coffee_jelly
som_tam,wiener_schnitzel
stuffed_peppers,kraft_dinner
belgian_waffle,black_and_white_cookie
roti_canai,bobotie
muhammara,stuffed_tomatoes
creme_brulee,ugali
fish_tacos,stuffed_apples
aloo_tikki,chicken_curry
pineapple_cake,pepperoni_roll
butter_cookie,gumbo
aloo_tikki,egg_pie
hoppin_john,rye_bread
millionaire_pie,hoppin_john
stuffed_tomatoes,fattoush
california_roll,cowboy_cookies
gnocchi,pineapple_cake
stromboli,pain_de_mie
fried_ice_cream,hutspot
chimichurri,kraft_dinner
creme_brulee,pork_roll
shirataki_noodles,hutspot
paneer_butter,pain_de_mie
creme_brulee,ladyfinger
duck_confit,osso_buco
cowboy_cookies,oatmeal_raisin_cookie
osso_buco,cabbage_roll
osso_buco,hot_dog
risotto,denver_sandwich
cobb_salad,nicoise_salad
risotto,tomato_omelette
belgian_waffle,charleston_red_rice
creme_brulee,challah
osso_buco,coquito
pupusa,cobb_salad
rhubarb_pie,roti_canai
sweet_and_sour,stuffed_tomatoes
char_siu_bao,pain_de_mie
pasta_e_fagioli,hoppin_john
pastitsio,stuffed_apples
lefse,pain_de_mie
wonton_soup,hutspot
coffee_jelly,gingerbread_man
banoffee_pie,pineapple_cake
clam_chowder,pain_de_mie
belgian_waffle,shepherds_pie
dutch_letter,pineapple_cake
gumbo,brigadeiro
italian_sausage,hutspot
sticky_bun,lobster_thermidor
tapas,hoppin_john
gumbo,ginger_snap
pigs_in_a_blanket,coffee_jelly
breakfast_roll,pan_de_muerto
paneer_butter,risotto
carnitas,pineapple_cake
cobb_salad,rainbow_cookie
sandwich_cookie,aloo_tikki
red_curry,hutspot
belgian_waffle,peanut_butter_cookie
pasta_carbonara,creme_brulee
steak_pie,roti_canai
duck_confit,lobster_thermidor
california_roll,stuffed_apples
gumbo,lemon_meringue_pie
risotto,runza
som_tam,gumbo
creme_brulee,danish_pastry
caesar_salad,roti_canai
osso_buco,spanish_omelette
kung_pao_chicken,hoppin_john
dim_sum,gumbo
katsu,cobb_salad
mee_goreng,aloo_tikki
capirotada,coffee_jelly
scrambled_eggs,stuffed_apples
chili,pain_de_mie
roti_canai,churros_mexican
butter_tart,pain_de_mie
breakfast_roll,custard_cream
aloo_tikki,hot_dog
osso_buco,sweet_and_sour
rhubarb_pie,stuffed_tomatoes
carne_asada,belgian_waffle
cobb_salad,breadstick
stuffed_apples,bunny_chow
hoppin_john,hutspot
rum_ball,roti_canai
coq_au_vin,osso_buco
scone,stuffed_apples
risotto,shish_taouk
flan,cowboy_cookies
cobb_salad,lefse
bagel,stuffed_tomatoes
belgian_waffle,rainbow_cookie
pastitsio,wiener_schnitzel
pineapple_cake,papaya_salad
osso_buco,chorizo
pancit_bihon,kraft_dinner
denver_sandwich,pain_de_mie
migas,kraft_dinner
cobb_salad,sukiyaki
vindaloo,hoppin_john
osso_buco,rye_bread
palak_paneer,risotto
hutspot,caramel_tart
risotto,rice_and_gravy
scrambled_eggs,kraft_dinner
hutspot,bunny_chow
ham_and_eggs,roti_canai
creme_brulee,figgy_pudding
banh_mi,breakfast_roll
stuffed_peppers,roti_canai
chili,coffee_jelly
gumbo,coleslaw
chicken_riggies,hoppin_john
butter_cookie,kraft_dinner
rice_and_peas,stuffed_apples
hutspot,goetta
sausage_roll,stuffed_apples
wiener_schnitzel,pain_de_mie
creme_brulee,cheesecake
risotto,choux_pastry
eggplant_parm,kraft_dinner
churros_spanish,lobster_thermidor
risotto,rosette
peanut_butter_cookie,kraft_dinner
walnut_pie,breakfast_roll
gumbo,bean_salad
stromboli,stuffed_apples
rice_krispies,pain_de_mie
breakfast_roll,pigs_in_blankets
moravian_chicken_pie,creme_brulee
osso_buco,english_muffin
creme_brulee,wiener_schnitzel
chimichurri,pain_de_mie
risotto,caesar_salad
spanakopita,aloo_tikki
creme_brulee,ham_sandwich
cowboy_cookies,chocolate_brownie
roti_canai,vienna_sausage
breakfast_roll,cherry_pie
cowboy_cookies,fugazza
risotto,sticky_bun
gumbo,mushy_peas
belgian_waffle,gingerbread
spring_rolls,cobb_salad
wiener_schnitzel,shortbread
aloo_tikki,cowboy_beans
wiener_schnitzel,brioche
green_curry,risotto
osso_buco,dim_sum
jerk_chicken,stuffed_apples
gumbo,green_bean_casserole
breakfast_roll,croque_monsieur
wiener_schnitzel,cobbler
aloo_tikki,waffle
creme_brulee,tostada
stuffed_tomatoes,chicken_sandwich
coffee_jelly,boiled_egg
thai_iced_tea,hutspot
banoffee_pie,stuffed_tomatoes
texas_caviar,wiener_schnitzel
chalupa,hutspot
pineapple_cake,scotch_egg
roti_canai,pickled_egg
steak,cobb_salad
creme_brulee,oyster_stew
gumbo,caramel_shortbread
osso_buco,rogan_josh
osso_buco,paella
dan_dan_noodles,hutspot
wiener_schnitzel,bratwurst
risotto,coleslaw
rice_and_gravy,cobb_salad
cowboy_cookies,char_siu
kraft_dinner,pretzel
red_bean_rice,lobster_thermidor
cobb_salad,soda_bread
risotto,orange_chicken
poutine,wiener_schnitzel
buttermilk_pie,hutspot
banana_cream_pie,stuffed_apples
manicotti,hutspot
stroganoff,kraft_dinner
cowboy_cookies,loco_moco
gambas_al_ajillo,stuffed_apples
mandazi,pain_de_mie
belgian_waffle,cobbler
italian_sausage,stuffed_tomatoes
chicken_tikka,pineapple_cake
risotto,shortbread
aloo_tikki,aloo_gobi
breakfast_roll,naan
stuffed_apples,black_and_white_cookie
brisket,hutspot
gumbo,pumpkin_pie
apple_dumpling,stuffed_apples
breakfast_roll,fudge
stuffed_tomatoes,pasteis_de_nata
breakfast_roll,char_siu
aloo_tikki,hash_browns
belgian_waffle,animal_cracker
breakfast_roll,mince_pie
new_yorkstyle_cheesecake,cobb_salad
osso_buco,pizza
steak_and_eggs,stuffed_apples
breakfast_roll,focaccia
pineapple_cake,gulab_jamun
malva_pudding,roti_canai
apple_crisp,hutspot
hutspot,barbari_bread
tres_leches_cake,gumbo
stuffed_tomatoes,coco_bread
ham_and_cheese_sandwich,stuffed_tomatoes
stuffed_tomatoes,chow_mein
osso_buco,french_fries
aloo_tikki,carrot_cake
creme_brulee,rice_and_peas
stuffed_squash,hutspot
osso_buco,cheesecake
elote,hutspot
cowboy_cookies,bakewell_tart
breakfast_roll,eggs_benedict
apple_strudel,hoppin_john
rosette,lobster_thermidor
belgian_waffle,roast_chicken
tandoori_chicken,belgian_waffle
pizza_margherita,cobb_salad
hash_browns,pain_de_mie
osso_buco,scrambled_eggs
apple_crisp,breakfast_roll
ham_and_eggs,hutspot
pizza_margherita,lobster_thermidor
lobster_thermidor,belgian_bun
wiener_schnitzel,ice_cream
gumbo,scotch_egg
shakshuka,coffee_jelly
risotto,spelt_bread
mississippi_mud_pie,wiener_schnitzel
breakfast_roll,pot_roast
banana_boat,kraft_dinner
caponata,pain_de_mie
stuffed_tomatoes,nut_roll
aloo_tikki,coconut_drop
pizzelle,hutspot
stuffed_tomatoes,texas_toast
kraft_dinner,chocolate_brownie
risotto,custard_pie
aloo_tikki,fugazza
aloo_tikki,chicken_tikka
hoppin_john,omurice
creme_brulee,chalupa
tandoori_chicken,kraft_dinner
hutspot,baked_potato
risotto,dutch_letter
stromboli,lobster_thermidor
kimchi,lobster_thermidor
pain_de_mie,belgian_bun
texas_toast,pain_de_mie
creme_brulee,key_lime_pie
breakfast_roll,stuffed_tomatoes
eggs_benedict,stuffed_apples
cobbler,pain_de_mie
osso_buco,yakisoba
dumplings,pineapple_cake
risotto,cabbage_roll
rogan_josh,hoppin_john
belgian_waffle,salt_pepper_squid
stuffed_tomatoes,roti
orange_chicken,coffee_jelly
palak_paneer,lobster_thermidor
blackberry_pie,kraft_dinner
dan_dan_noodles,stuffed_apples
duck_rice,coffee_jelly
coffee_jelly,shortbread
churro,hutspot
frozen_custard,cowboy_cookies
buffalo_wings,cowboy_cookies
tapas,belgian_waffle
lobster_thermidor,chicken_sandwich
carrot_salad,risotto
ravioli,stuffed_apples
chicken_riggies,pain_de_mie
coffee_jelly,thai_iced_tea
pain_de_mie,ghormeh_sabzi
belgian_waffle,egg_roll
carnitas,pain_de_mie
wiener_schnitzel,barbari_bread
mississippi_mud_pie,pain_de_mie
belgian_waffle,soda_bread
aloo_tikki,saffron_rice
belgian_waffle,succotash
stuffed_tomatoes,divinity
fish_pie,hutspot
stuffed_tomatoes,coquito
shish_taouk,roti_canai
roti_canai,tabbouleh
creme_brulee,lorne_sausage
green_curry,kraft_dinner
hoppin_john,sugar_cookie
coco_bread,kraft_dinner
gumbo,black_and_white_cookie
osso_buco,joe_frogger
breakfast_roll,aloo_paratha
cowboy_cookies,sopa_paraguaya
belgian_waffle,custard
risotto,stuffed_cucumber
hoppin_john,horchata
stuffed_tomatoes,kedgeree
omurice,kraft_dinner
osso_buco,elote
enchilada,risotto
refried_beans,stuffed_apples
gumbo,elote
creme_brulee,raspberry_pie
gumbo,walnut_pie
aloo_tikki,lo_mein
belgian_waffle,milk_pie
breakfast_roll,sausage_roll
goetta,pain_de_mie
breakfast_roll,vienna_bread
breakfast_roll,milk_pie
coq_au_vin,coffee_jelly
creme_brulee,cream_pie
hoppin_john,custard
osso_buco,sausage_roll
belgian_waffle,clam_chowder
satay,lobster_thermidor
belgian_waffle,frittata
beef_bun,kraft_dinner
beer_bread,risotto
mango_sticky_rice,risotto
creme_brulee,hot_pot
bruschetta,wiener_schnitzel
rum_ball,pain_de_mie
cream_pie,stuffed_apples
tostada,coffee_jelly
osso_buco,linzer_torte
osso_buco,shish_taouk
roti_canai,jollof_rice
risotto,kraft_dinner
ham_and_cheese_sandwich,stuffed_apples
breakfast_roll,osso_buco
breakfast_roll,horchata
shirred_eggs,risotto
hoppin_john,capirotada
croissant,stuffed_apples
key_lime_pie,risotto
fugazza,lobster_thermidor
cowboy_cookies,key_lime_pie
stuffed_tomatoes,joe_frogger
cowboy_cookies,stuffed_peppers
coconut_drop,risotto
aloo_tikki,spotted_dick
stuffed_mushrooms,lobster_thermidor
mississippi_mud_pie,stuffed_apples
stuffed_squid,coffee_jelly
banana_boat,cobb_salad
belgian_waffle,jambalaya
belgian_waffle,caldo_de_queso
wiener_schnitzel,french_fries
hutspot,pork_roll
bakewell_tart,hutspot
sausage_bread,roti_canai
cowboy_cookies,banoffee_pie
natchitoches_meat_pie,stuffed_apples
black_bottom_pie,cowboy_cookies
moravian_chicken_pie,wiener_schnitzel
hoppin_john,rich_tea
apple_strudel,stuffed_tomatoes
carnitas,roti_canai
penne_arrabbiata,cowboy_cookies
gumbo,frozen_custard
pot_pie,coffee_jelly
pineapple_cake,pumpkin_bread
hamburger,pineapple_cake
osso_buco,goulash
biscotti,risotto
chili_con_carne,stuffed_apples
bruschetta,coffee_jelly
lobster_thermidor,stuffed_cucumber
cracker,pain_de_mie
ribs,roti_canai
millionaire_pie,risotto
apple_bread,stuffed_apples
crepe,kraft_dinner
empanada,pineapple_cake
orange_chicken,kraft_dinner
nasi_goreng,cobb_salad
raspberry_pie,pineapple_cake
dumplings,kraft_dinner
beer_bread,kraft_dinner
osso_buco,pan_de_muerto
belgian_waffle,head_cheese
coconut_drop,cobb_salad
tres_leches_cake,coffee_jelly
breakfast_roll,cream_pie
gumbo,fish_and_chips
chimichanga,hutspot
sticky_bun,coffee_jelly
creme_brulee,blueberry_pie
gumbo,portuguese_sweet_bread
gumbo,custard_cream
french_onion_soup,wiener_schnitzel
creamed_eggs_on_toast,wiener_schnitzel
wiener_schnitzel,hot_pot
roti_canai,sprouted_bread
tapas,risotto
grilled_cheese,wiener_schnitzel
carrot_cake,risotto
cowboy_cookies,rugelach
bulgogi,stuffed_tomatoes
savory_spinach_pie,risotto
banana_bread,stuffed_tomatoes
fish_tacos,pain_de_mie
christmas_pudding,coffee_jelly
coffee_jelly,hot_dog_bun
tapas,hutspot
chili_con_carne,cowboy_cookies
risotto,carrot_cake_cookie
breakfast_roll,pot_pie
belgian_waffle,carrot_bread
mango_pudding,wiener_schnitzel
black_pudding,stuffed_tomatoes
vienna_bread,roti_canai
chana_masala,kraft_dinner
steak_and_eggs,wiener_schnitzel
rogan_josh,stuffed_tomatoes
lobster_roll,stuffed_apples
tapas,lobster_thermidor
sweet_potato_pie,coffee_jelly
drunken_noodles,risotto
gumbo,bread_pudding
creme_brulee,coconut_bar
tom_kha,pain_de_mie
chana_masala,risotto
tahini_cookie,coffee_jelly
belgian_waffle,dilly_beans
aloo_tikki,peanut_pie
loco_moco,lobster_thermidor
linzer_torte,pineapple_cake
penne_arrabbiata,risotto
aloo_tikki,roti
egg_roll,coffee_jelly
belgian_waffle,sugar_cream_pie
breakfast_roll,baked_potato
peanut_stew,coffee_jelly
aloo_tikki,patatas_bravas
flaky_pastry,coffee_jelly
creme_brulee,baked_beans
risotto,candied_carrots
cowboy_cookies,cottage_loaf
lobster_thermidor,swiss_roll
cowboy_cookies,hot_and_sour_soup
taco,cobb_salad
breakfast_roll,danish_pastry
belgian_waffle,red_bean_rice
osso_buco,pea_soup
stuffed_tomatoes,treacle_tart
gumbo,korma
breakfast_roll,mushy_peas
coffee_jelly,chapati
breakfast_roll,french_fries
tea_egg,pineapple_cake
cowboy_cookies,clam_chowder
pastitsio,hoppin_john
coffee_jelly,swiss_roll
egg_roll,lobster_thermidor
osso_buco,banh_mi
wiener_schnitzel,ham_and_eggs
tandoori_chicken,pain_de_mie
hoppin_john,sweet_and_sour
steamed_clams,hutspot
arroz_con_gandules,kraft_dinner
tabbouleh,pineapple_cake
kraft_dinner,lefse
baked_potato,pain_de_mie
dumplings,pain_de_mie
cowboy_cookies,texas_toast
floating_island,gumbo
blackberry_pie,stuffed_apples
osso_buco,stuffed_mushrooms
cowboy_cookies,boiled_peanuts
red_bean_rice,hutspot
egg_pie,hutspot
edamame,roti_canai
malva_pudding,stuffed_apples
spring_rolls,wiener_schnitzel
risotto,pumpkin_bread
stuffed_tomatoes,banana_cream_pie
cobb_salad,poached_egg
shrimp_toast,kraft_dinner
sticky_toffee_pudding,stuffed_tomatoes
couscous,pain_de_mie
ackee_saltfish,hutspot
cobb_salad,club_sandwich
creme_brulee,graham_bread
osso_buco,hash_browns
stuffed_tomatoes,stuffed_apples
risotto,lobster_thermidor
crouton,osso_buco
gumbo,fortune_cookie
stuffed_eggplant,lobster_thermidor
belgian_waffle,carrot_salad
osso_buco,falafel
hoppin_john,bannock
hoppin_john,hash_browns
lobster_thermidor,cabbage_roll
walnut_pie,roti_canai
scotch_egg,kraft_dinner
croissant,wiener_schnitzel
roti_canai,hot_dog
brioche,pain_de_mie
creme_brulee,pineapple_cake
pumpkin_pie,stuffed_tomatoes
apple_strudel,stuffed_apples
creme_brulee,crepe
poppy_seed_roll,pain_de_mie
key_lime_pie,stuffed_apples
cowboy_cookies,lemon_meringue_pie
bakewell_tart,pineapple_cake
jelly_doughnut,pineapple_cake
lobster_stew,creme_brulee
cottage_loaf,coffee_jelly
head_cheese,gumbo
gumbo,caldo_verde
shirred_eggs,pineapple_cake
gumbo,fried_egg
gumbo,spelt_bread
caprese,risotto
breakfast_roll,poutine
risotto,bratwurst
creme_brulee,meat_pie
runza,hoppin_john
steak,hutspot
risotto,mince_pie
fried_chicken,stuffed_tomatoes
hoppin_john,schnitzel
paella,pineapple_cake
aloo_tikki,raita
risotto,butter_chicken
frozen_custard,roti_canai
savory_spinach_pie,kraft_dinner
creme_brulee,potato_bread
pan_de_muerto,pain_de_mie
spanakopita,hoppin_john
creme_brulee,roti
aloo_tikki,head_cheese
cowboy_cookies,deviled_egg
aloo_tikki,french_onion_soup
pineapple_cake,hot_pot
mee_goreng,creme_brulee
roti_canai,chocolate_brownie
aloo_tikki,fried_rice
coffee_jelly,banana_bread
stuffed_tomatoes,rice_and_peas
sweet_and_sour,cobb_salad
kraft_dinner,moussaka
spare_ribs,risotto
belgian_waffle,dal
caprese,gumbo
cowboy_cookies,ugali
lobster_thermidor,vienna_sausage
cornish_pasty,coffee_jelly
gumbo,milk_pie
creme_brulee,boiled_peanuts
osso_buco,nachos
roti,hutspot
creme_brulee,creamed_eggs_on_toast
caramel_shortbread,stuffed_tomatoes
pollo_a_la_brasa,cowboy_cookies
lasagna,stuffed_tomatoes
risotto,jerk_chicken
aloo_tikki,pea_soup
risotto,custard_tart
tandoori_chicken,wiener_schnitzel
stuffed_tomatoes,ham_salad
stuffed_squid,wiener_schnitzel
breakfast_roll,mango_pudding
crepe,pain_de_mie
cowboy_cookies,pan_de_muerto
crepe,hutspot
lasagna,kraft_dinner
french_toast,stuffed_tomatoes
breakfast_roll,ginger_snap
creme_brulee,shortbread
hoppin_john,kraft_dinner
cornish_pasty,stuffed_apples
aloo_tikki,tea_egg
osso_buco,pumpkin_bread
belgian_waffle,danish_pastry
bean_salad,roti_canai
aloo_tikki,tamale_pie
cream_pie,coffee_jelly
pepper_pot_soup,kraft_dinner
curry_puff,kraft_dinner
cobb_salad,horchata
sopa_paraguaya,wiener_schnitzel
hoppin_john,fudge_cookie
red_beans_and_rice,kraft_dinner
breakfast_roll,oatmeal_raisin_cookie
banh_xeo,stuffed_apples
breakfast_roll,scallion_pancake
lobster_thermidor,banana_cream_pie
risotto,steak_and_eggs
beef_bourguignon,risotto
